"Site","Rgd_Availz","NDVI_z","Alt_z","Forest_z"
"AF48",-0.398094063,0.717214891,1.667562962,-0.458740469
"AF49",0.056976558,0.911715214,1.584268724,-0.458655786
"AF50",0.788440136,1.756302684,0.942533499,-0.240511704
"AF51",1.251752198,1.057568099,1.32949975,0.269704947
"AF52",1.296765742,1.097469729,1.171739206,0.328644497
"AF53",1.672615265,0.574688632,1.318259408,0.464899865
"AF54",0.428020435,2.678690283,0.412884787,1.09697573
"AF55",-0.148768312,2.754827098,0.27582224,1.353904746
"AG19",1.057636542,0.159146517,1.405936637,-0.311137544
"AG20",2.216707935,-0.306044599,0.462102177,-0.207908648
"AG21",3.262302938,-1.113702941,2.412514273,-0.404712548
"AG22",0.705988592,-0.242820816,1.927846895,-0.458740469
"AG23",-0.222654072,-0.087900191,1.69320968,-0.458740469
"AG24",-0.607947878,-0.068852573,1.241025381,-0.458740469
"AG25",0.560774059,-0.211969041,1.444123594,-0.458740469
"AG26",2.635932373,-0.032975089,0.914286476,-0.454506306
"AG27",0.595987261,-0.451182081,-1.124180172,-0.443328116
"AG28",-0.921627833,-0.335680188,-1.311445655,-0.458740469
"AG29",-1.384725783,-0.359431584,-1.194032588,-0.458740469
"AG30",-0.994642639,-0.654962975,-0.915126702,-0.458740469
"AG34",0.010118135,-0.422458631,-0.768040514,-0.458740469
"AG35",-0.247353932,-0.057620739,-0.552213401,-0.458740469
"AG36",-0.243514366,-0.170922766,-0.763427136,-0.458740469
"AG37",-0.789547058,-0.529948005,-1.118874863,-0.458740469
"AG39",-0.571428544,-0.354960312,-0.71571955,-0.369145579
"AG40",-0.169327822,0.610673427,-0.069412673,-0.458740469
"AG41",0.085666376,0.838833484,0.312310986,0.192389129
"AG42",0.024082979,1.317706692,0.771373115,1.334258229
"AG43",-0.347412082,1.039468391,1.362444116,0.59717512
"AG44",-0.389773805,1.473968698,0.999341897,-0.272183244
"AG45",-0.008644201,1.235882418,0.91606865,-0.446800129
"AG46",-0.403873342,0.950722589,1.590685267,-0.458740469
"AG47",-0.139973017,0.632010336,1.766941307,-0.458740469
"AG48",-0.0936923,1.131719671,1.386685471,-0.458740469
"AG49",-0.525282521,1.307172376,1.484009274,-0.458740469
"AG50",1.326286947,0.737782741,1.591461416,-0.458740469
"AG51",1.378101416,0.456164159,1.636757103,-0.447816329
"AG52",0.474855006,0.985687934,1.370832263,-0.438331803
"AG53",1.235451724,1.580921519,1.126485501,0.235577593
"AG54",0.038047823,2.563903793,0.350371998,0.874004702
"AG55",-0.758418931,2.830606213,0.3386289,0.622326048
"AG56",-0.064780825,2.853409699,0.118880338,0.832509904
"AH19",0.635491214,0.72730208,1.216763035,-0.279804738
"AH20",2.718938073,0.126148532,0.460068113,-0.251689895
"AH21",1.207609007,0.203036521,1.458991769,-0.326549898
"AH22",1.128466418,-0.410779669,2.367616388,-0.458740469
"AH23",-0.026512031,0.21621783,2.002920913,-0.458740469
"AH24",-0.181875711,-0.177415052,1.505881224,-0.458740469
"AH25",-0.524055517,-0.835707878,0.420161443,-0.458740469
"AH26",2.448649048,-0.794098222,0.201608335,-0.458740469
"AH27",2.139615891,0.265312395,0.492572183,-0.458740469
"AH28",0.622483987,0.48292025,-0.088474665,-0.374395941
"AH29",0.912905199,-0.086397844,-0.825038085,-0.452727958
"AH30",-1.424221874,-0.562436266,-1.049169126,-0.458740469
"AH35",-0.811365279,-0.005539365,-0.308600806,-0.458740469
"AH36",-0.407506941,0.174187876,-0.056746489,-0.458740469
"AH37",0.127679903,-0.084180093,-0.646475356,-0.458740469
"AH38",0.046977811,-0.006308424,-1.063366106,-0.458740469
"AH41",-0.921738666,0.427279744,0.435448922,-0.458740469
"AH42",-0.554835139,0.487516717,0.749270266,-0.44603798
"AH43",-0.4907026,0.688867028,0.841225532,-0.436553455
"AH44",0.021185641,1.004950173,0.770513514,-0.458740469
"AH45",0.537135104,1.157974979,0.987325917,-0.458740469
"AH46",0.201280578,0.998261151,1.040884318,-0.458740469
"AH47",-0.095323376,0.897067328,1.113819317,-0.458740469
"AH48",-0.450391422,0.934858517,1.135922166,-0.458740469
"AH49",-0.609143176,1.349864079,1.306222438,-0.458740469
"AH50",0.600428403,1.423389672,1.151670933,-0.417584404
"AH51",1.365870017,1.193405336,1.444773799,-0.339929853
"AH52",0.781497273,1.658900499,1.042352141,-0.335611007
"AH53",1.227084052,1.403072213,1.30385252,-0.208332065
"AH54",0.067727273,1.915211683,0.822792497,0.436192239
"AH55",0.045457877,1.140769525,1.210786275,1.583311701
"AH56",0.152640987,3.064256991,0.278905334,2.181429578
"AH57",0.064244065,3.559012156,0.511592449,3.916589608
"AH58",-0.45711262,4.086049904,-0.265506599,1.838293002
"AI19",1.040821772,0.008393118,-0.173551589,-0.458740469
"AI20",2.957425837,-0.288159512,-0.226984044,-0.416398838
"AI21",1.862653382,0.514076072,1.481618366,-0.24898003
"AI22",1.034520044,-0.2118975,1.569127668,-0.455268456
"AI23",0.066056946,-0.049232633,1.592467953,-0.458740469
"AI24",0.473073846,0.198618905,1.687652225,-0.458740469
"AI25",0.214525168,-0.090600839,1.300015291,-0.458740469
"AI26",0.155736431,-0.70628781,0.185335309,-0.458740469
"AI27",0.223391736,-0.549609081,-0.672541379,-0.458740469
"AI28",2.756304508,-0.0322418,1.084964071,-0.355088157
"AI29",1.744307632,0.054465102,1.109038012,-0.409962911
"AI30",-0.642978682,0.03441592,-0.097806632,-0.458740469
"AI31",0.107239078,-0.59820644,-0.736144667,-0.458740469
"AI34",-1.391225315,-0.369286267,-0.877778355,-0.458740469
"AI35",-0.712613259,0.266045683,0.060079346,-0.458740469
"AI36",0.016886745,0.857237238,0.915942705,-0.456369338
"AI37",0.884326222,0.129886515,0.11976093,-0.192835028
"AI38",0.132793885,-0.036909808,-0.880106035,-0.458740469
"AI40",-0.621730624,0.365522538,-0.07943657,-0.458740469
"AI41",-0.84947582,0.264865267,0.173151403,-0.458740469
"AI42",-0.812806095,0.29918675,0.64632706,-0.458740469
"AI43",-0.615191524,0.571487201,0.915460427,-0.458740469
"AI44",0.413810065,0.697827457,0.758602489,-0.458740469
"AI45",-0.448902885,0.979231418,1.320712778,-0.458740469
"AI46",-0.310243459,0.877501042,1.486106311,-0.458740469
"AI47",-0.411607732,0.88209751,1.323837342,-0.458740469
"AI48",-0.867739267,1.042902328,1.09804956,-0.458740469
"AI49",-1.145335358,1.378337137,0.71359965,-0.458740469
"AI50",-0.556165122,1.264516443,0.555672203,-0.458740469
"AI51",-0.027794602,1.394415831,0.635841876,-0.417076305
"AI52",-0.000775126,1.406792311,0.649283697,-0.371686076
"AI53",1.175412122,0.558288007,1.70849716,-0.420124902
"AI54",1.735734002,-0.04553042,1.888674393,-0.209009531
"AI55",1.282349714,-0.176270407,1.781809482,-0.041929456
"AI56",0.296873733,2.598368356,0.639889014,1.826776078
"AI57",0.191187005,2.89366903,0.598661456,1.407847983
"AI58",-0.115898585,3.702343245,0.223102962,3.425003275
"AI59",-0.44883162,3.97426811,-0.01113594,3.43033832
"AJ18",0.072643451,-0.984146947,-1.16551294,-0.451627075
"AJ19",1.269786127,-0.84397973,-0.892163996,-0.458740469
"AJ20",1.945287032,-0.958344132,-1.093395816,-0.409200761
"AJ21",2.316195915,0.151777861,0.780977707,-0.194020593
"AJ22",1.298681594,-0.215456633,0.76273359,-0.404204449
"AJ23",1.062244083,-0.118358495,0.816103072,-0.458740469
"AJ24",0.786104806,0.348263429,1.211813803,-0.458740469
"AJ25",0.634651965,0.194702071,1.946321912,-0.458740469
"AJ26",0.008954543,0.357349053,1.603749765,-0.458740469
"AJ27",-0.096297009,-0.481497304,0.07113077,-0.458740469
"AJ28",0.765505736,-0.0024989,0.749815516,-0.458740469
"AJ29",0.926671938,-0.187609552,1.691804317,-0.458740469
"AJ30",-0.712565847,-0.841813846,-0.3521563,-0.458740469
"AJ31",-0.380257947,-0.329474063,0.179484495,-0.458740469
"AJ32",1.343600313,-0.332925885,-0.662140159,-0.458740469
"AJ35",-0.315223049,-0.689275515,-0.819879201,-0.458740469
"AJ36",0.506846233,-0.256127321,0.06865641,-0.454167573
"AJ37",2.549649417,0.468880456,1.353825069,-0.337219989
"AJ38",1.318449578,0.292068485,0.835773031,-0.309274513
"AJ39",-0.83846358,-0.227081939,-0.38931573,-0.458740469
"AJ40",-0.643303326,-0.372827514,-0.479404346,-0.458740469
"AJ41",-1.158556088,-0.446084831,-0.232792877,-0.458740469
"AJ42",-0.94099959,0.00780291,0.297484793,-0.458740469
"AJ43",-0.444240087,0.068594321,0.504462217,-0.458740469
"AJ44",0.204874918,0.656512906,0.878636851,-0.458740469
"AJ45",-0.688412297,0.649931193,1.290892977,-0.458740469
"AJ46",-0.3913176,0.645459922,0.928231566,-0.458740469
"AJ47",-0.27675615,0.86465955,1.041261641,-0.458740469
"AJ48",-0.742363983,0.38040293,0.581318921,-0.458740469
"AJ49",-1.35917913,0.620188294,0.545669296,-0.458740469
"AJ50",-1.156347297,0.602571483,0.112022987,-0.458740469
"AJ51",-0.08412903,0.900984162,0.250951671,-0.458740469
"AJ52",-0.368921364,1.251227823,0.701311302,-0.458740469
"AJ53",0.309738113,1.153915064,1.506950733,-0.322400418
"AJ54",1.564418954,1.471500556,1.180610142,0.248788181
"AJ55",0.954126899,1.00627367,1.49266979,-0.069705565
"AJ56",2.273969178,0.777523405,1.473712496,0.078574826
"AJ57",2.002492708,1.98653741,0.993596037,0.973930951
"AJ58",1.164376631,1.316544161,1.198749305,1.074449982
"AJ59",-0.175344465,3.653445416,0.452896411,3.409929654
"AJ60",-0.081207831,3.921507102,-0.017364334,3.019201085
"AK18",0.318122092,-1.242931638,-1.442300799,0.14826915
"AK19",0.725985785,-0.557383729,-1.65248675,-0.314101458
"AK20",0.507883278,-0.068530642,-1.733013012,-0.0285495
"AK21",0.297063684,-1.29922495,-1.094129727,-0.367790646
"AK22",0.445650592,-1.118258273,-0.800376913,-0.458740469
"AK23",0.794765416,-0.320996532,0.204606954,-0.458740469
"AK24",0.966334436,-0.437482104,0.189424429,-0.458740469
"AK25",0.52358973,0.566461492,1.13602712,-0.458740469
"AK26",-0.50272804,0.625714785,1.701660799,-0.458740469
"AK27",0.070347688,0.333704968,1.514038984,-0.458740469
"AK28",-0.029567915,-0.094946916,0.799095879,-0.458740469
"AK29",-0.559656484,-0.272903533,1.075862747,-0.458740469
"AK30",-0.299397611,-0.960531478,-0.233317136,-0.458740469
"AK31",-0.844543642,-1.009713679,-0.36759046,-0.458740469
"AK32",0.2182696,-0.255125756,0.214693824,-0.458740469
"AK33",0.424964551,-0.5146026,-0.529062289,-0.458740469
"AK34",-0.365184777,-1.095960934,-1.422420931,-0.458740469
"AK36",-0.75858503,-1.067360892,-0.956270552,-0.458740469
"AK37",0.20643442,0.030463315,0.301280553,-0.458740469
"AK38",-0.121329359,0.748281288,1.019641581,-0.458740469
"AK42",-0.650388727,-0.414535538,-0.352869221,-0.458740469
"AK43",0.034493342,-0.285262128,-0.30310658,-0.458740469
"AK44",-0.714687357,0.067592756,0.403888417,-0.458740469
"AK45",-0.563210964,0.30326455,0.772715505,-0.458740469
"AK46",-0.29464784,0.233780986,0.496703284,-0.458740469
"AK47",-0.710705252,0.514630509,0.703890616,-0.458740469
"AK48",-0.504081876,0.373696023,0.672917342,-0.458740469
"AK49",-0.808713158,0.299669647,0.534114603,-0.458740469
"AK50",-0.312697768,0.438726199,0.373816726,-0.458740469
"AK51",-1.123461872,0.817460805,0.37851458,-0.458740469
"AK52",-0.397595467,1.149855149,0.290418046,-0.458740469
"AK53",0.031754249,1.05967854,0.243066792,-0.458740469
"AK54",1.33987188,1.351330656,0.905856347,-0.001874273
"AK55",1.340077847,1.43442477,1.384316066,-0.23365236
"AK56",2.894441785,0.859437104,1.70740666,-0.329090396
"AK57",2.312222265,1.311482682,1.553358423,-0.151763646
"AK58",1.372013199,1.857907864,1.310437502,0.470065544
"AK59",0.173968464,3.2734052,0.371342366,1.973532171
"AK60",0.615010822,3.326184092,0.222033452,2.162714577
"AL18",-0.25861925,-1.258717016,-1.520730024,4.624626359
"AL19",0.381019465,-1.65039327,-1.463753443,3.601652558
"AL20",-0.043683159,-1.439773119,-1.443433025,0.941666628
"AL21",-0.866219324,-1.266144693,-1.652402787,-0.458740469
"AL22",-0.24075142,-1.445229859,-1.221419755,-0.458740469
"AL23",0.885790598,-1.174608817,-0.606547694,-0.458740469
"AL24",0.596549278,-0.989920253,-0.642490935,-0.458740469
"AL25",-0.072515516,-0.62106537,0.014195916,-0.458740469
"AL26",0.032379685,0.150776297,0.892875301,-0.458740469
"AL27",0.112567173,0.136647078,1.50548291,-0.458740469
"AL28",0.073625237,-0.408096906,0.865970668,-0.458740469
"AL29",-0.312167165,-0.476435824,0.515597605,-0.458740469
"AL30",-0.38261713,-0.719331404,-0.031519332,-0.458740469
"AL31",-0.569797469,-1.153951541,-0.909464549,-0.458740469
"AL32",0.315612509,-1.362350365,-1.434373938,-0.112216563
"AL37",-0.464664904,-0.94503405,-0.886984377,-0.458740469
"AL38",-0.325839078,0.104328725,0.341292178,-0.400647752
"AL39",-1.64335373,-0.332353562,0.03533421,-0.458740469
"AL47",-0.506607157,0.486372072,0.700703079,-0.458740469
"AL48",-0.953017177,0.298596542,0.796726473,-0.458740469
"AL49",-0.828599518,0.26135979,0.626992442,-0.458740469
"AL50",0.431709609,0.207060666,0.151132517,-0.458740469
"AL51",-0.186245571,0.669175547,0.383694199,-0.458740469
"AL52",0.328651141,0.724261616,0.157318673,-0.458740469
"AL54",-0.262759592,0.931585546,0.411920231,-0.445106464
"AL55",1.242046081,1.240765047,1.540042035,-0.311560961
"AL56",1.534248461,1.74317503,1.378171891,-0.077835159
"AL57",1.657288415,1.76476233,1.361940847,-0.107050884
"AL58",0.710255472,1.85508202,1.262729916,-0.269558063
"AL59",1.089730749,2.659284963,0.81060859,1.397770675
"AL60",0.107429029,2.99538152,0.384889141,3.504436174
"AL61",0.349590562,3.124458194,0.590398742,4.229155527
"AL62",-0.117006911,4.477679657,0.269195788,3.854347411
"AL66",-1.101873162,2.015314516,-0.522854886,-0.458740469
"AL67",-1.054840486,2.229506319,-0.320050545,-0.348567546
"AL68",-1.312304692,1.680416259,-0.484017725,-0.458740469
"AM19",-0.346897478,-1.66058777,-1.993821461,5.087928483
"AM20",0.49811405,-1.572525178,-1.982140823,4.210863943
"AM21",-1.219672302,-1.542596273,-1.841492682,1.191566933
"AM22",-0.201627378,-1.474734887,-1.429257036,-0.149223148
"AM23",-0.243664766,-1.491130146,-1.379976672,-0.318335622
"AM24",-0.70979504,-1.474709848,-1.040194004,-0.458740469
"AM25",-0.213455006,-1.16832042,-0.456777238,-0.458740469
"AM26",0.072144854,-0.683657809,-0.07438264,-0.441973183
"AM27",0.866173307,0.438851395,0.784794457,-0.455776555
"AM28",-0.023733379,0.253150535,1.465953563,-0.458740469
"AM29",-0.49583259,-0.246326293,0.830279061,-0.458740469
"AM30",-0.809805476,-0.599800001,0.34492001,-0.458740469
"AM31",-0.2087762,-1.301208406,-0.979191021,-0.458740469
"AM38",0.614203288,0.484977035,0.32308953,-0.248302564
"AM39",-0.24743305,0.099553407,0.98109778,-0.443582165
"AM40",-0.108140343,-0.367068516,0.700094857,-0.424782481
"AM41",-1.346646948,-0.222986254,0.237404895,-0.458740469
"AM48",-0.38589468,0.194755726,0.607951185,-0.458740469
"AM49",-0.692069756,0.40283083,0.583101095,-0.458740469
"AM50",-0.000276229,0.666671635,-0.078010472,-0.458740469
"AM51",-0.16036612,-0.026464917,-0.113555399,-0.458740469
"AM52",-0.50869727,0.561417897,0.648969347,-0.458740469
"AM53",-0.343501242,1.001838168,0.742329463,-0.458740469
"AM55",0.229171015,1.491853785,0.819940814,-0.318250938
"AM56",0.607901568,1.578560688,0.63980505,-0.222812902
"AM57",0.590596047,1.417004696,1.350952395,-0.15472756
"AM58",0.273195219,1.592743562,1.306432346,-0.441973183
"AM59",1.188451054,1.854885284,1.283134043,0.375728391
"AM60",0.964062226,1.547029279,1.263191203,0.650102158
"AM61",-0.36937254,1.927767014,0.617408841,0.041906973
"AM62",-0.512512975,2.044377782,0.110953478,-0.26896528
"AM63",-0.368494041,1.770574983,-0.10978063,-0.400986485
"AM67",-1.149562981,0.648643467,-0.428907794,-0.458740469
"AN23",-0.330050693,-1.659829442,-1.592343624,0.858592348
"AN24",-0.457191739,-1.550134837,-1.023627362,-0.453236057
"AN25",-0.962627859,-1.463476224,-1.013163169,-0.187161249
"AN26",0.093028708,-1.088238154,-0.493894942,-0.458740469
"AN27",0.958085142,-0.773362252,-0.30201608,-0.458740469
"AN28",0.984605729,0.414509791,0.700891997,-0.458740469
"AN29",-0.197930359,-0.145114585,0.861965,-0.458740469
"AN30",-0.656389363,-0.386366525,1.136802758,-0.458740469
"AN31",0.662771613,-0.209250507,0.507838672,-0.458740469
"AN32",0.474886719,-0.95911319,-0.811512045,-0.450356826
"AN35",0.135335166,-0.816467101,-1.104069661,-0.450780243
"AN36",1.815011277,-0.797498177,-1.428250499,0.481497784
"AN38",0.382135636,-0.075577366,-0.640330926,-0.344079333
"AN39",-0.187504289,-0.15634642,0.261793187,-0.437400287
"AN40",0.075240306,-0.596941964,0.147651621,-0.458740469
"AN41",0.031904649,-0.065239786,0.430940498,-0.458740469
"AN42",-0.358922609,0.571773363,0.926281465,-0.458740469
"AN56",-0.201857198,0.701654865,0.167321579,-0.423850966
"AN57",-0.118962323,1.306957754,0.678096962,-0.447477595
"AN58",-0.185889221,1.374241452,1.060302898,-0.322654468
"AN59",-0.510145939,1.526193153,1.036501327,-0.425036531
"AN60",-0.433006482,1.55944153,0.744321546,-0.391332593
"AN61",-0.69390649,1.86330916,0.546528897,-0.43020221
"AN62",-1.156481991,1.697729023,0.116447448,-0.458740469
"AO17",0.283629143,-0.812099563,-0.376565583,-0.428423862
"AO18",0.398602209,-1.370257362,-1.212172007,0.213136528
"AO24",0.373514594,-1.4723204,-1.460670861,4.726246273
"AO26",-0.384857627,-1.403239251,-1.019957548,0.895683617
"AO27",-0.543015658,-1.255613953,-0.711189879,0.297735107
"AO28",0.858929661,-0.818153664,-0.361215387,-0.458740469
"AO29",0.526447509,-0.171656054,0.426892849,-0.458740469
"AO30",-0.269314699,-0.137817469,1.640930697,-0.458740469
"AO31",-0.83295368,-0.122829766,1.388132816,-0.458740469
"AO32",-0.349208947,-0.228065619,0.821722988,-0.458740469
"AO33",0.016522842,-0.282328973,0.386545882,-0.458740469
"AO34",0.748033824,0.191697376,0.622756387,-0.458740469
"AO35",0.92886503,0.446023315,0.629214912,-0.458740469
"AO36",1.812232316,0.382495486,1.18660738,-0.286918131
"AO37",1.248680307,0.126416808,0.536525991,-0.331630894
"AO38",1.237604948,-0.129053777,0.022919916,-0.374819357
"AO39",-0.102004706,-0.495376131,-0.52635703,-0.458740469
"AO40",-0.904820909,-0.739239295,-0.714650041,-0.458740469
"AO41",-1.033663694,-0.822839557,-1.315555765,-0.074701878
"AO42",-0.020701347,-0.119664106,0.023926453,-0.458740469
"AO43",0.365867176,0.669694215,1.054536047,-0.458740469
"AO44",-0.245762724,-0.299337691,-0.20173564,-0.458740469
"AO57",-0.582574876,0.408500402,0.210415787,-0.457554904
"AO58",-0.416048865,1.122741357,0.998545269,-0.457300854
"AO59",-0.347419927,1.134617055,0.45509789,-0.456792754
"AO60",-0.885931733,1.095824301,0.544033546,-0.458740469
"AO61",-0.572924626,1.413123632,0.551645544,-0.3240094
"AO62",-1.006042643,1.445030627,0.192255633,-0.458740469
"AP17",2.117805825,-0.175841165,1.50468577,-0.456454021
"AP18",0.606041274,-0.556661171,-0.303001626,-0.235261342
"AP19",-0.059650836,-1.228671858,-1.526182268,2.302865375
"AP21",-1.547713162,-1.358417434,-1.252749617,3.444649791
"AP22",-0.728050633,-1.335624679,-1.192375847,1.090370435
"AP23",-1.041944393,-1.284618199,-1.109941466,2.388903569
"AP29",-0.017368231,-0.921032263,-0.03940421,-0.458740469
"AP30",1.127516345,-0.522060681,1.025764765,-0.437908387
"AP31",-0.480870252,-0.680061118,0.078155536,-0.458740469
"AP32",-0.100334379,-0.465669002,0.2593818,-0.458740469
"AP33",-0.822978793,-0.798995159,0.161743646,-0.458740469
"AP34",-0.514571366,-0.853795066,0.137019501,-0.458740469
"AP35",-0.849451967,-0.967660473,0.187579282,-0.458740469
"AP36",-1.017869969,-0.946064231,0.374739811,-0.458740469
"AP37",-1.554561049,-0.892916906,0.515115328,-0.458740469
"AP38",-0.74492097,-0.413766479,0.956520571,-0.458740469
"AP39",0.133340187,0.06317514,1.09532331,-0.458740469
"AP40",2.431208842,-0.282382629,1.240165781,-0.457385537
"AP41",0.812403727,-0.640887412,-0.69646864,-0.45797832
"AP43",0.24450541,-0.55322008,-0.689611289,-0.312153743
"AP44",-0.348987282,-0.311553206,-0.417667708,-0.458740469
"AP57",-1.302250679,0.033002998,-0.094430434,-0.458740469
"AP58",-0.283350816,0.232833076,-0.101098867,-0.458740469
"AP59",-0.093075026,0.476070261,0.060163309,-0.458740469
"AP60",-0.398806772,0.941458114,0.32308953,-0.458740469
"AP61",-0.80333765,0.576173094,-0.159060994,-0.458740469
"AP62",-1.26797185,1.081623542,-0.066833359,-0.458740469
"AP63",-1.034217857,1.013141543,-0.372350518,-0.458740469
"AQ19",0.366579584,-1.165083219,-0.753885516,-0.458740469
"AQ20",-0.424899735,-1.187096184,-0.87612187,-0.458740469
"AQ21",-0.776920043,-1.170461265,-0.785613692,-0.378545421
"AQ22",0.630915387,-0.898547131,-0.307237681,0.250143114
"AQ23",-0.383345538,-1.197136872,-0.733921686,-0.458740469
"AQ24",-0.735159895,-1.245444493,-0.772045926,0.857237416
"AQ29",-0.656500195,-1.079513808,-0.189468026,-0.458740469
"AQ30",0.798945325,-0.775780316,0.036005405,-0.458740469
"AQ31",-1.134537231,-0.976050368,-1.203091674,-0.144904302
"AQ32",-0.589177387,-0.95229003,-1.104468231,-0.347297297
"AQ33",-0.64732499,-1.106405825,-1.095450871,0.160717589
"AQ34",0.379729041,-0.983445851,-0.356161456,-0.454929723
"AQ35",0.623172843,-0.903748115,0.047790485,-0.458740469
"AQ36",0.840958852,-0.952504651,-0.100595599,-0.458740469
"AQ37",-1.38009469,-0.800413447,0.098077385,-0.458740469
"AQ38",-0.30141645,-0.481050177,0.550471592,-0.458740469
"AQ39",-0.51826054,-0.348485911,1.040590958,-0.458740469
"AQ40",1.358927155,-0.292845405,1.619079226,-0.458740469
"AQ41",1.413702382,-0.01382016,1.092513608,-0.458740469
"AQ42",-0.353072366,-0.571766916,-0.414312244,-0.458740469
"AQ43",0.007980609,-0.839553171,-0.663209668,-0.458740469
"AQ44",-0.208119057,-0.611135569,-0.483011188,-0.458740469
"AQ46",-1.102973635,-0.407345733,-0.860394094,-0.458740469
"AQ47",-0.122350404,-0.48165827,-1.016539368,-0.458740469
"AQ58",-1.070270007,-0.242409459,-0.510587273,-0.458740469
"AQ59",-0.999550964,-0.304005699,-0.276453069,-0.458740469
"AQ60",-1.216046548,0.014366737,-0.39382441,-0.458740469
"AR23",1.25917765,-0.999892977,-0.830951616,-0.458740469
"AR24",0.884476614,-1.05442282,-0.745161772,-0.458740469
"AR25",0.382420721,-1.060090604,0.129910772,-0.366943814
"AR26",0.058773733,-1.061820092,-0.260201034,0.040552041
"AR27",-0.687755154,-1.067822327,-0.280353527,-0.458740469
"AR28",-0.693811364,-1.075723958,-0.283373393,-0.458740469
"AR29",-0.65316738,-0.971977933,-0.177494028,-0.458740469
"AR30",1.844737839,-0.984549361,0.100342349,-0.458740469
"AR33",0.519900564,-0.935689092,-1.11591797,0.324156284
"AR34",0.585276106,-0.793255835,-0.617641101,-0.340946052
"AR35",1.180122642,-0.580138925,-0.117938134,-0.369653678
"AR36",0.200718569,-0.490869089,-0.150484185,-0.458740469
"AR37",0.487125963,-0.475988697,0.199029021,-0.415043906
"AR38",1.472079194,-0.34222613,-0.120475466,-0.458740469
"AR39",0.05734077,-0.215635484,0.564835987,-0.458740469
"AR40",-0.647578361,-0.252675499,1.163833848,-0.458740469
"AR41",1.475823935,-0.327578244,2.002983886,-0.458740469
"AR42",2.853172381,-0.26417561,1.801815295,-0.458740469
"AR43",2.159502861,-0.135349327,1.139549999,-0.458740469
"AR44",-0.517064941,0.093508248,0.615479731,-0.458740469
"AR45",-0.426467391,0.024793743,0.467869029,-0.458740469
"AR46",-0.680361116,-0.25194221,0.043156116,-0.458740469
"AR47",0.495683594,0.131120586,0.056241605,-0.458740469
"AR48",0.76185613,0.019624953,-0.59098759,-0.458740469
"AR49",-0.808119435,-1.233735126,-1.268393429,-0.057934592
"AR50",-0.419571941,-0.650725998,-1.256587102,-0.429270694
"AR51",0.445539759,0.098838004,-1.428586096,-0.458740469
"AR58",-0.45028059,-0.454955835,-0.589435803,-0.458740469
"AR59",-0.956326132,-0.207050642,-0.459272845,-0.458740469
"AR60",-0.720490188,-0.244412589,-0.685878502,-0.458740469
"AS28",1.643861726,-0.599134676,-0.929889922,-0.458740469
"AS29",0.658702536,-0.52993012,-1.180380859,-0.458740469
"AS30",0.696932064,-0.725165519,-0.764161047,-0.458740469
"AS31",0.613585713,-0.987310819,-1.022264237,1.213161165
"AS32",0.807938733,-0.631580013,-0.169923757,0.243622503
"AS33",0.214968498,-0.336556558,0.501232699,-0.458740469
"AS34",-0.83888335,-0.798680382,-0.483766091,-0.458740469
"AS35",-0.162044307,-0.895510243,-0.971851392,0.773570354
"AS36",-0.408235357,-1.023404713,-1.326124912,1.772663474
"AS37",0.530936364,-0.928805122,-1.579048483,2.366631871
"AS39",1.53809588,-0.859985095,-1.202001174,1.934239137
"AS40",1.70001465,-0.020652264,0.378681994,0.464391766
"AS41",0.64039953,0.078556315,1.112602872,-0.458740469
"AS42",1.119845676,-0.242874471,1.141269712,-0.458740469
"AS43",-0.091428244,-0.181814784,1.427137392,-0.458740469
"AS44",-0.525053011,0.347118783,1.400610082,-0.458740469
"AS45",0.008891123,0.224623821,0.829586875,-0.458740469
"AS46",-1.153006629,-0.540906198,0.265043696,-0.458740469
"AS47",-0.443757197,-0.280343729,0.469378834,-0.458740469
"AS48",1.990023946,-0.280397384,0.212743723,-0.458740469
"AS49",-0.165614795,-0.468906202,-0.43222102,-0.458740469
"AS50",-0.396138644,-0.34422926,-0.320386143,-0.458740469
"AS51",0.191590768,-0.310229709,-0.573309713,-0.458740469
"AS52",-0.409533626,-0.610584709,-1.084609098,-0.458740469
"AS53",-0.892288727,-0.793202179,-1.18258285,-0.458740469
"AS59",-1.12776832,-0.532541343,-0.52977521,-0.458740469
"AS60",-0.834695287,0.15050802,-0.365115844,-0.458740469
"AS61",-1.382533,-0.005575135,-0.881762776,-0.458740469
"AT31",1.134863271,-1.026441601,-1.329354431,1.296066078
"AT32",1.586284595,-0.970872635,-0.130017086,0.114141796
"AT33",1.763141241,-0.350900398,2.197861367,-0.458740469
"AT34",0.073419279,-0.332210481,1.253922465,-0.458740469
"AT35",0.24761656,-0.623018421,-0.207670418,-0.312661843
"AT36",-1.347201111,-1.007095302,-1.239370512,2.315567864
"AT41",1.946062552,-0.808309713,-0.65945589,0.377930155
"AT42",1.089856979,-0.101027845,0.775210856,-0.458740469
"AT43",-0.302255691,-0.278125978,1.061603307,-0.458740469
"AT44",-0.645504264,-0.430578461,0.838226912,-0.458740469
"AT45",0.812340307,-0.020312447,1.379996047,-0.458740469
"AT46",1.695913559,-0.091977991,1.263044267,-0.458740469
"AT47",-0.755173096,-0.486397818,0.515387697,-0.458740469
"AT48",1.117304087,-0.184604857,0.895475606,-0.458740469
"AT49",0.388635176,-0.170779685,0.396339392,-0.458740469
"AT50",-0.383202999,-0.274155489,-0.139705385,-0.458740469
