"Site","Rgd_Availz","NDVI_z","Alt_z","Forest_z","Rgd_Avail","NDVI","Alt","Forest"
"M24",0.451437724,0.682768213,-0.95675283,0.605982179,56.2765999,0.168414,1599.630005,12573
"M25",-1.088652432,-0.060643318,-1.671129438,-0.397683838,36.8227005,0.126848,1258.969971,721
"M26",-0.689947938,-0.137513423,-1.827400656,-0.31206906,41.8590012,0.12255,1184.449951,1732
"N19",-0.652462825,-0.530377247,-0.448305384,-0.314016775,42.3325005,0.100584,1842.089966,1709
"N20",-0.936764416,-0.087470949,0.446185484,-0.458740469,38.7412987,0.125348,2268.639893,0
"N21",-0.119864682,0.069345495,0.207081826,-0.451288342,49.0601006,0.134116,2154.620117,88
"N22",1.029706854,-1.475645238,-1.091068135,-0.458740469,63.5811005,0.0477317,1535.579956,0
"N23",1.884970199,-0.440039672,-0.278676051,-0.291575711,74.3844986,0.105635,1922.979981,1974
"N24",1.152026246,0.322258512,-0.744302171,0.67169639,65.1261978,0.148257,1700.939941,13349
"N53",3.28622697,1.56471763,-0.591113535,4.137358871,92.0847015,0.217726,1773.98999,54274
"N54",2.627366589,1.398547286,0.129763836,3.644671655,83.7621994,0.208435,2117.75,48456
"N55",1.902402551,1.157366886,0.185272337,3.964689701,74.6046982,0.19495,2144.219971,52235
"O17",4.059466101,-1.348904356,2.030098428,-0.437484971,101.8519974,0.0548181,3023.949951,251
"O18",2.573644722,-1.049738715,1.046546214,-0.404289132,83.0836029,0.0715452,2554.929932,643
"O20",-0.513724272,-0.934548023,-0.397703877,-0.458740469,44.0849991,0.0779858,1866.219971,0
"O21",-0.453906336,0.200049712,0.71848591,-0.458740469,44.8405991,0.141424,2398.48999,0
"O22",-0.210898018,-0.190810983,-0.182946273,-0.330614694,47.9101982,0.11957,1968.630005,1513
"O23",-0.700825492,-0.147081945,-0.409048661,-0.455183772,41.7215996,0.122015,1860.810059,42
"O24",1.64403628,0.312475369,-0.447864832,0.933706401,71.3411026,0.14771,1842.300049,16443
"O53",2.558373447,0.820000487,0.459837214,3.03723862,82.8907013,0.176087,2275.149902,41283
"O54",1.525587851,0.160684635,0.735555564,-0.243306252,69.844902,0.139223,2406.629883,2544
"O55",1.39526439,0.727409391,0.165434451,2.267213722,68.1987,0.17091,2134.76001,32190
"P11",-0.348504392,-0.192885653,1.554532374,-0.458740469,46.1720009,0.119454,2797.169922,0
"P12",-0.582242378,0.208652439,1.521588009,-0.458740469,43.2195015,0.141905,2781.459961,0
"P13",1.524083314,-0.647460181,1.852772878,-0.458740469,69.8258972,0.0940376,2939.389893,0
"P15",-1.010539343,0.310329159,1.032496171,-0.458740469,37.8093987,0.14759,2548.229981,0
"P16",-0.872885256,0.120139142,0.798886483,-0.458740469,39.5481987,0.136956,2436.830078,0
"P17",0.619428403,-0.309138719,1.413758543,-0.458740469,58.3986015,0.112954,2730.040039,0
"P22",1.933134753,-0.07833167,0.948195396,-0.224083151,74.992897,0.125859,2508.030029,2771
"P23",1.584305323,0.253222076,0.762334764,0.424082533,70.5866013,0.144397,2419.399902,10425
"P24",0.237538686,0.850798607,0.292284183,0.759512932,53.5746994,0.177809,2195.25,14386
"P25",1.946854379,0.171057985,-0.932343292,0.311961895,75.1661987,0.139803,1611.27002,9101
"P52",0.962534438,1.446980102,0.370000488,2.578763441,62.7326012,0.211143,2232.310059,35869
"P53",1.000819232,0.365611963,0.730963176,0.344988367,63.2162018,0.150681,2404.439941,9491
"Q11",0.691010247,-0.462950468,1.755701477,-0.458740469,59.3027992,0.104354,2893.100098,0
"Q12",-0.262759592,-0.276033423,1.041010263,-0.458740469,47.2551003,0.114805,2552.290039,0
"Q13",-0.149314621,-0.387010388,0.92095491,-0.458740469,48.6880989,0.1086,2495.040039,0
"Q14",-0.060711741,-0.476060237,1.138291572,-0.458740469,49.8073006,0.103621,2598.679932,0
"Q15",-0.309863549,-0.028915174,1.00649312,-0.458740469,46.660099,0.128622,2535.830078,0
"Q18",1.121673955,-0.22416667,0.524971298,-0.458740469,64.7427979,0.117705,2306.209961,0
"Q19",-0.208166779,0.822057272,-1.07672422,-0.145158352,47.9446983,0.176202,1542.420044,3703
"Q21",0.407785577,-0.467189234,-0.681978044,-0.458740469,55.7252007,0.104117,1730.660034,0
"Q22",0.088001698,0.123125952,1.272459942,-0.458740469,51.6857986,0.137123,2662.659912,0
"Q23",2.712469954,-1.234117867,2.067761125,-0.458740469,84.8371964,0.0612361,3041.909912,0
"Q24",0.686410868,0.181520761,0.70730854,-0.255161908,59.2447014,0.140388,2393.159912,2404
"Q25",1.629501265,-0.047426239,-0.71928441,-0.224506568,71.1575012,0.127587,1712.869995,2766
"Q26",-1.060445505,-0.41095852,-1.695455013,-0.458740469,37.1790009,0.107261,1247.369995,0
"Q28",0.879196233,-0.418541797,-2.182051372,-0.339675803,61.6799011,0.106837,1015.330017,1406
"R11",1.358634224,-0.49705733,1.661397284,-0.458740469,67.7360001,0.102447,2848.129883,0
"R12",0.550355842,-0.467439625,1.172263465,-0.458740469,57.5261002,0.104103,2614.879883,0
"R13",0.186294387,-0.107877834,1.518631371,-0.458740469,52.9273987,0.124207,2780.050049,0
"R14",0.93752564,-0.53517045,0.839086513,-0.458740469,62.4166985,0.100316,2456,0
"R15",0.241109174,-0.326344173,0.660922354,-0.458740469,53.6198006,0.111992,2371.040039,0
"R16",0.009318446,-0.224792648,1.186817289,-0.458740469,50.6918983,0.11767,2621.820068,0
"R17",-0.701545754,-0.00664824,0.925023038,-0.458740469,41.7125015,0.129867,2496.979981,0
"R18",-0.445490951,-0.061305067,0.753863165,-0.458740469,44.9468994,0.126811,2415.360107,0
"R19",-0.242817664,-0.71447918,-0.678580855,-0.458740469,47.507,0.0902904,1732.280029,0
"R20",-0.316133563,-1.524745167,-1.175389901,-0.458740469,46.5808983,0.0449864,1495.369995,0
"R21",-0.030628528,-0.491834884,-0.591847446,-0.458740469,50.1873016,0.102739,1773.640015,0
"R22",0.784750962,-0.037249624,0.828936671,-0.435791305,60.4869003,0.128156,2451.159912,271
"R23",2.183458298,-1.430989752,2.180854685,-0.458740469,78.1548996,0.0502285,3095.840088,0
"R24",0.491772762,0.131120586,0.98080442,-0.457808953,56.7860985,0.13757,2523.580078,11
"R25",-0.579994329,-0.23137436,-0.35391774,-0.458740469,43.2478981,0.117302,1887.099976,0
"R26",-1.161722805,-0.879370741,-1.227501213,-0.458740469,35.8997002,0.0810709,1470.52002,0
"R29",0.158475524,-0.088722905,-1.512110978,0.216693225,52.5760002,0.125278,1334.800049,7976
"R30",-0.365406443,0.332542437,-1.283261348,0.415614207,45.9584999,0.148832,1443.930054,10325
"S11",1.963669458,-0.808654895,1.909959111,-0.455776555,75.3786011,0.0850248,2966.659912,35
"S12",-0.163675383,-0.511079238,1.251678492,-0.458740469,48.5066986,0.101663,2652.75,0
"S13",0.600428403,-0.650652669,0.369853552,-0.458740469,58.1585999,0.0938591,2232.23999,0
"S14",1.225444822,-0.12358094,0.376249616,-0.458740469,66.0535965,0.123329,2235.290039,0
"S15",0.304481584,-0.284206908,-0.112758514,-0.458740469,54.4202995,0.114348,2002.099976,0
"S16",0.261272767,-0.568070068,0.17029972,-0.458740469,53.8745003,0.0984765,2137.080078,0
"S17",-0.302097145,-0.598195709,0.43182109,-0.458740469,46.7582016,0.0967921,2261.790039,0
"S18",0.067695567,-0.306777888,0.689211359,-0.458740469,51.4292984,0.113086,2384.530029,0
"S19",0.681755915,-0.85560146,-0.82080203,-0.081222489,59.1859016,0.0823999,1664.459961,4458
"S20",-0.768781589,-0.359914481,-1.163709519,0.339907371,40.8632011,0.110115,1500.939941,9431
"S21",-0.270620821,-0.154289635,-1.06795875,0.342617235,47.1557999,0.121612,1546.599976,9463
"S22",0.826083494,-0.11644479,-0.381200208,-0.436468771,61.0089989,0.123728,1874.089966,263
"S23",-0.112573623,0.001221198,0.683046194,-0.458740469,49.1521988,0.130307,2381.590088,0
"S24",-0.371731722,0.130154791,0.26785391,-0.458740469,45.8786011,0.137516,2183.600098,0
"S25",-0.967821269,-0.464542241,-0.527678173,-0.458740469,38.348999,0.104265,1804.23999,0
"S29",-0.889502221,-0.797848725,-0.859764881,-0.193089078,39.3382988,0.085629,1645.880005,3137
"S30",-0.9625883,-0.353225459,-0.367904811,-0.301737702,38.4151001,0.110489,1880.430054,1854
"S31",-0.896159999,0.291192116,-0.352072337,0.224653452,39.2542,0.14652,1887.979981,8070
"S32",-0.974447333,0.349157683,-0.95102796,0.209579831,38.2653008,0.149761,1602.359985,7892
"S41",-0.134534089,1.192135495,-0.938298804,0.406553098,48.8748016,0.196894,1608.430054,10218
"S42",0.234538369,1.891531828,-0.693763381,1.085374123,53.5368004,0.235999,1725.040039,18234
"S43",0.061932295,2.181717366,-0.180765273,1.8408335,51.3564987,0.252224,1969.670044,27155
"S44",1.077088035,1.703899378,-0.326404628,-0.317234739,64.1796036,0.225508,1900.219971,1671
"S46",0.00964309,0.907261827,0.84554555,-0.156759958,50.6959991,0.180966,2459.080078,3566
"S47",-0.48527968,1.16849141,0.449226597,1.561294053,44.4443016,0.195572,2270.090088,23854
"T10",1.419164862,-0.167005932,0.911182391,0.224230036,68.5006027,0.120901,2490.379883,8065
"T11",0.025310284,0.068952023,1.105095829,-0.262275302,50.8939018,0.134094,2582.850098,2320
"T12",-0.190306802,-0.161407899,0.979650947,0.110585099,48.1702995,0.121214,2523.030029,6723
"T13",0.197987321,-0.086755546,0.684681944,0.346682032,53.0750999,0.125388,2382.370117,9511
"T14",0.680505058,-0.383898383,0.451868884,-0.176745208,59.1701012,0.108774,2271.350098,3330
"T15",-0.516138721,-0.567075657,0.354335685,-0.458740469,44.0545006,0.0985321,2224.840088,0
"T16",0.227389547,-0.182029405,-0.2428585,-0.458740469,53.4464989,0.120061,1940.060059,0
"T17",0.459433639,-0.658193022,-0.141529797,-0.458740469,56.3776016,0.0934375,1988.380005,0
"T18",0.695300988,-0.553822808,-0.460111711,0.229565081,59.3569984,0.0992731,1836.459961,8128
"T19",-0.04370702,-0.723099792,-0.613258109,-0.336796573,50.0220985,0.0898084,1763.430054,1440
"T20",-0.648385895,-0.876446529,-0.469632084,-0.458740469,42.3839989,0.0812344,1831.920044,0
"T22",-0.01030669,-0.223433382,-0.595831867,-0.458740469,50.4440002,0.117746,1771.73999,0
"T23",0.001219852,0.085674579,-0.676966096,-0.458740469,50.5895996,0.135029,1733.050049,0
"T25",-0.657038652,-0.496538662,-0.737297884,-0.458740469,42.2747002,0.102476,1704.280029,0
"T30",-0.677701141,-1.167211545,-1.217309645,-0.458740469,42.0136986,0.064977,1475.380005,0
"T31",0.238916082,-0.199395824,-0.117644518,-0.315879807,53.5920982,0.11909,1999.77002,1687
"T32",-0.691460027,0.076320679,-0.238161158,-0.144226836,41.839901,0.134506,1942.300049,3714
"T33",-0.433845422,0.413490342,-0.674114157,0.26614825,45.0940018,0.153358,1734.410034,8560
"T34",-0.404894387,1.14173532,-0.761707422,0.959958212,45.4597015,0.194076,1692.640015,16753
"T35",-0.785200742,1.707011384,-0.882769312,1.339932007,40.6557999,0.225682,1634.910034,21240
"T36",-0.972373235,2.45040503,-0.798929824,2.91080651,38.2915001,0.267247,1674.890015,39790
"T44",0.017203536,2.215877883,0.045505043,3.59962016,50.7915001,0.254134,2077.570068,47924
"T45",0.052511564,1.969707543,0.221928498,2.897934654,51.2374992,0.24037,2161.699951,39638
"T46",0.113263875,1.625491156,0.488441082,1.826013929,52.0049019,0.221124,2288.790039,26980
"U11",0.857947874,-0.05695899,0.642091005,0.4824293,61.411499,0.127054,2362.060059,11114
"U12",-0.681255622,-0.678862817,0.290061201,-0.221796703,41.9687996,0.0922818,2194.189941,2798
"U14",0.983497411,-0.479851876,1.560173792,-0.450610876,62.9973984,0.103409,2799.860107,96
"U15",-0.142498298,-0.446567729,0.73161338,-0.458740469,48.7742004,0.10527,2404.75,0
"U16",0.217351233,-0.247739215,0.357334304,-0.458740469,53.3196983,0.116387,2226.27002,0
"U17",-0.054821938,-0.060804284,0.570539865,-0.458740469,49.8816986,0.126839,2327.939941,0
"U18",0.110049437,-0.018166236,0.589098845,-0.45747022,51.9642982,0.129223,2336.790039,15
"U19",-0.066847069,-0.246344178,0.044938802,-0.458740469,49.7298012,0.116465,2077.300049,0
"U21",0.524040914,-0.074468491,-0.686361035,-0.383965149,57.1936989,0.126075,1728.569946,883
"U22",-0.136006611,-0.039538916,-1.263863758,-0.243052202,48.8562012,0.128028,1453.180054,2547
"U23",-0.45156286,-0.119145438,-0.3585731,-0.458740469,44.8702011,0.123577,1884.880005,0
"U32",-0.268024275,-0.955688196,-1.230898402,-0.455353139,47.1885986,0.0768038,1468.900024,40
"U33",-0.340983815,0.104543346,-0.031917646,0.229903814,46.2669983,0.136084,2040.650024,8132
"U34",0.027099304,0.621118318,0.111477737,0.929641605,50.9165001,0.164967,2109.030029,16395
"U35",0.522220187,1.147547973,0.45207828,0.722167614,57.1707001,0.194401,2271.449951,13945
"U36",-0.533824445,1.845030601,0.192884847,1.839563251,43.8311005,0.233399,2147.850098,27140
"U37",-0.654402538,1.414625979,-0.063331215,1.158032361,42.3079987,0.209334,2025.670044,19092
"V11",2.364654009,-0.642439837,1.503910132,-0.231535278,80.4437027,0.0943183,2773.030029,2683
"V12",0.859839873,-0.752021766,0.77808353,-0.458740469,61.4353981,0.0881913,2426.909912,0
"V13",-0.022791151,0.036043463,0.954758875,-0.441211034,50.2863007,0.132254,2511.159912,207
"V14",0.742531778,-0.536100475,1.887457947,-0.458740469,59.9536018,0.100264,2955.929932,0
"V15",0.091880823,-0.564317777,0.560117654,-0.458740469,51.7347984,0.0986863,2322.969971,0
"V16",-0.128042703,-0.223522807,0.667800696,-0.458740469,48.9567986,0.117741,2374.320068,0
"V17",1.995921902,-1.014989779,0.728698724,-0.458740469,75.7860031,0.0734881,2403.360107,0
"V18",2.864168613,-1.153177117,1.947957662,-0.458740469,86.7534027,0.0657617,2984.780029,0
"V19",0.415654652,-0.055635494,1.045812559,-0.458740469,55.8246002,0.127128,2554.580078,0
"V20",1.4814048,-0.678794854,2.009191033,-0.455437822,69.2867966,0.0922856,3013.979981,39
"V21",0.812126495,-0.158886102,0.179778367,-0.336288473,60.8326988,0.121355,2141.600098,1446
"V22",1.3444157,-0.008973302,-0.967573611,-0.446376713,67.5563965,0.129737,1594.469971,146
"V23",0.876448985,0.313351739,1.077834351,-0.458740469,61.6451988,0.147759,2569.850098,0
"V25",-0.504833843,-0.561057325,-0.892793209,-0.458740469,44.1973,0.0988686,1630.130005,0
"V36",-0.74309239,0.112520095,-0.07587171,-0.407337729,41.1876984,0.13653,2019.689941,607
"V37",-0.816407988,0.119066037,-0.139642413,-0.450780243,40.2616005,0.136896,1989.280029,94
"V45",-0.637603475,1.46402459,0.028896164,3.213041071,42.5201988,0.212096,2069.649902,43359
"W12",0.688009929,-0.093373028,1.038913226,-0.067080384,59.2649002,0.125018,2551.290039,4625
"W13",0.527785646,0.233333859,1.202503083,-0.263206818,57.2410011,0.143285,2629.300049,2309
"W14",0.054712509,-0.170386213,1.392326889,-0.458740469,51.2653008,0.120712,2719.820068,0
"W15",0.280573559,-0.45923037,0.615122887,-0.458740469,54.1183014,0.104562,2349.199951,0
"W16",0.873781166,-0.243893921,1.58936438,-0.458740469,61.6114998,0.116602,2813.780029,0
"W17",-0.168322174,-0.64736539,0.87043711,-0.458740469,48.4480019,0.0940429,2470.949951,0
"W18",1.62625543,-0.773653779,1.104130762,-0.458740469,71.1165009,0.0869818,2582.389893,0
"W19",0.151397976,-0.127157957,1.211394498,-0.458740469,52.486599,0.123129,2633.540039,0
"W20",0.788384569,-0.75268888,1.794748035,-0.458740469,60.5327988,0.088154,2911.719971,0
"W21",0.433443355,-0.388727357,0.330660058,-0.458740469,56.0493011,0.108504,2213.550049,0
"W22",2.413182775,-0.513797771,-1.418373538,-0.377783271,81.0567017,0.101511,1379.5,956
"W23",1.496779355,0.192233929,-0.742016216,-0.238733356,69.4810028,0.140987,1702.030029,2598
"W24",-0.798468893,-0.183996764,-0.029715911,-0.458740469,40.4882011,0.119951,2041.699951,0
"W25",-0.494518606,-0.706185865,-0.782069567,-0.458740469,44.3275986,0.0907541,1682.930054,0
"X12",0.878095768,0.8237027,0.798425196,0.137429692,61.6660004,0.176294,2436.610107,7040
"X13",1.353069058,1.936298201,0.797544092,1.159726027,67.6657028,0.238502,2436.189941,19112
"X14",1.379494218,0.434541089,1.406376933,-0.305379083,67.9994965,0.154535,2726.52002,1811
"X15",-0.608399061,-0.185677963,0.670799315,-0.458740469,42.8890991,0.119857,2375.75,0
"X16",0.491772762,0.073423295,1.389327758,-0.458740469,56.7860985,0.134344,2718.389893,0
"X17",0.744439484,-0.551749926,1.706735464,-0.458740469,59.9776993,0.099389,2869.75,0
"X18",-0.244575279,-0.414732274,0.566052432,-0.458740469,47.4847984,0.10705,2325.800049,0
"X19",1.194134598,-0.541600139,1.452343815,-0.458740469,65.6580963,0.0999565,2748.439941,0
"X20",0.728994257,-0.109845193,0.682668358,-0.458740469,59.7826004,0.124097,2381.409912,0
"X21",0.433118711,-0.669931005,-0.744071272,-0.458740469,56.0452003,0.0927812,1701.050049,0
"X22",0.590366537,-0.954534608,-1.505861849,-0.458740469,58.0315018,0.0768683,1337.780029,0
"X24",-0.521419103,-0.49399898,-0.693847344,-0.458740469,43.9878006,0.102618,1725,0
"X25",-0.615682267,-0.550011496,-0.831370921,-0.458740469,42.7971001,0.0994862,1659.420044,0
"X26",-0.699883273,-0.952912431,-1.319309543,-0.458740469,41.7335014,0.076959,1426.73999,0
"X38",-0.638379295,0.693874853,-0.284631564,-0.394127141,42.5103989,0.169035,1920.140015,763
"X39",-0.865839414,0.972721246,-0.08161757,-0.133895478,39.6371994,0.184626,2016.949951,3836
"X40",-0.837078331,1.162857607,-0.030596502,0.460835069,40.0004997,0.195257,2041.280029,10859
"Y15",-0.610473159,0.753110261,1.206319833,-0.458740469,42.8628998,0.172347,2631.120117,0
"Y16",-0.479334303,0.146537531,1.210849248,-0.458740469,44.5194016,0.138432,2633.280029,0
"Y17",-0.449852966,-0.141770074,1.66861148,-0.458740469,44.8917999,0.122312,2851.570068,0
"Y18",-0.485485638,-0.311338585,1.203090314,-0.458740469,44.4417,0.112831,2629.580078,0
"Y19",0.34788036,-0.48591492,1.570134716,-0.458740469,54.9684982,0.10307,2804.610107,0
"Y20",0.887065315,-0.008293668,1.449617565,-0.458740469,61.7793007,0.129775,2747.139893,0
"Y21",0.441375858,-0.190542706,0.016628806,-0.458740469,56.1495018,0.119585,2063.800049,0
"Y22",-0.279725062,-0.653880928,-1.212088044,-0.458740469,47.0407982,0.0936786,1477.869995,0
"Y24",0.651680555,-0.602954931,-1.501604803,-0.458740469,58.8059998,0.096526,1339.810059,0
"Y27",-0.749314699,-1.209363118,-1.37225972,-0.458740469,41.1091003,0.0626202,1401.48999,0
"Y38",-0.241076065,0.4203761,-0.434234093,-0.422496033,47.5289993,0.153743,1848.800049,428
"Y39",-0.2234299,0.252202626,-0.030449822,-0.037864659,47.7518997,0.14434,2041.349976,4970
"Y40",-0.724044969,0.645495692,0.377948339,0.490389527,41.428299,0.16633,2236.100098,11208
"Z15",2.859402534,-0.491495068,1.694405134,-0.458740469,86.6931992,0.102758,2863.870117,0
"Z16",2.649699112,-0.830365602,1.966180789,-0.458740469,84.0442963,0.0838109,2993.469971,0
"Z17",1.463133508,-0.709548261,1.822282394,-0.458740469,69.0559998,0.0905661,2924.850098,0
"Z18",-0.160579932,-0.697180724,1.02643596,-0.458740469,48.5457993,0.0912576,2545.340088,0
"Z19",0.587191966,-0.335483452,0.891344505,-0.458740469,57.9914017,0.111481,2480.919922,0
"Z20",0.799800272,-0.601148537,2.098357076,-0.458740469,60.6769981,0.096627,3056.5,0
"Z21",-0.06600813,0.464516495,0.478249258,-0.458740469,49.7403984,0.156211,2283.929932,0
"Z22",0.066793207,-0.306599037,-0.81534953,-0.458740469,51.4179001,0.113096,1667.060059,0
"Z32",-1.058537806,-0.55473137,-1.054600636,-0.458740469,37.2030983,0.0992223,1552.969971,0
"Z33",-0.341252892,-0.750884275,-1.203196628,-0.458740469,46.2635994,0.0882549,1482.109985,0
"Z39",-0.58672338,0.112877797,0.321936057,-0.145581768,43.162899,0.13655,2209.389893,3698
"Z40",-0.941340242,0.593128157,0.844916337,0.054948196,38.6834984,0.163402,2458.780029,6066
"Z53",0.003175272,1.363993297,-0.795826251,0.402064885,50.6142998,0.206503,1676.369995,10165
"Z54",-0.484020962,1.895681168,-0.523672761,1.402089521,44.4602013,0.236231,1806.150024,21974
