Row Labels,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
AI43,-0.149672539,0.120172204,-0.361799432,-0.507110908,-0.119181978,-0.021997121,0.037329951,0.4916921,0.285762396,-0.082719363,-0.024923464,0.05629154,0.122506404,-0.089723137,-0.150232823,0.064451632,1.723994902,0.079114391,0.423000545,-0.064800743,0.608901713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AI44,0.876228674,1.249245501,0.342882658,0.040802769,0.806566607,0.679490383,0.48648771,1.667009991,1.697254589,0.974227149,0.4051428,1.735564176,0.825884368,-0.536861666,1.648665333,2.023246088,0.783483884,2.113944999,-0.452538812,-0.596652131,-0.108840211,0.009709574,-0.262989008,0.077584384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AI45,1.316733502,1.052950601,1.003903693,0.687288427,0.694079829,0.894438449,2.537673294,1.127552713,0.850767775,0.985412322,2.209998386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AI46,-0.324430283,0.141992243,1.720266092,2.159494817,1.751661376,0.991354308,1.287710107,1.002416404,0.768121681,0.243879884,-0.093984375,0.286488235,0.936114775,2.129057209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AI47,-0.020692809,1.044853343,0.874929159,0.738016235,0.34603236,0.073252061,1.691280344,0.858530194,0.59507373,-0.382837901,0.068946795,1.036170264,1.00076236,0.567768057,0.783744171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AI48,-0.116123272,-0.789787893,-0.629063331,-0.414504368,0.140310096,1.295045056,0.349315355,-0.12772888,-0.243545491,-0.419580132,-0.703237357,-0.65930686,-0.637402245,-0.632862056,-0.934662001,-0.921023344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AI49,-0.438699588,-0.714978435,0.182999734,-0.202206598,-0.007928152,0.136759563,-0.305366015,-0.497176403,-0.713401396,-0.68851608,-0.804624461,-0.794325314,-0.787554763,-0.880741999,-0.865170056,-0.7838259,-0.670020333,-0.730724252,-0.71630477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AI50,-0.590546557,-0.175522001,-0.657840667,-0.343448008,-0.20171158,-0.503617231,-0.614919487,-0.02698696,-0.036986762,-0.598628211,-0.781965363,-0.717119582,-0.364515404,-0.733625339,-0.729264016,-0.841449748,-0.914580924,-0.870691824,-0.877145057,-0.820218871,-0.91540578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AI51,-0.571890542,-1.014953353,-0.614171374,-0.7793925,0.444203905,-0.068705868,-0.305253509,-0.124544183,0.246982439,0.676858014,-0.606541772,-0.441783804,-0.176746865,-0.096558585,-0.009125853,-0.066697865,0.308582342,0.160300076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AI52,-0.800470029,-0.618120326,-0.445241358,-0.182974218,-0.344073259,-0.28997994,-0.359251078,-0.631462034,-0.907183738,-0.707602411,-0.88637998,-0.910227684,-0.901257987,-0.924569038,-0.940785762,-0.866384771,-0.829236673,-0.863770246,-0.943997419,-0.958505433,-0.874790311,-0.923277509,-0.962464542,-0.842442565,-0.384328449,-0.449057174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AI53,1.093221177,2.371279307,1.64472351,5.280223764,2.998487476,0.946861585,3.149709653,2.846003773,4.480638972,2.519608288,0.993197974,0.080108625,0.652862372,0.683225155,0.441235442,0.654368102,-0.134933904,-0.073622129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AI54,0.028300707,-0.09438863,-0.423454201,-0.700281502,-0.915948471,-0.971311531,1.344739835,1.78807717,1.943036032,1.479848686,1.408795685,-0.298731085,0.744293881,0.85289289,0.450505679,0.194569779,0.486602946,0.348932318,0.055614346,0.01605513,-0.136454695,0.119216335,0.402389063,-0.32346348,1.45603894,0.282284597,0.435454631,1.289695199,0.943201634,0.500533635,0.871271533,1.235674821,1.278115543,1.349246565,1.537151244,0.969138211,-0.301373738,-0.426456623,-0.349553835,-0.507914052
AI55,-1.003896334,-1.969888571,-0.528218578,-0.279342315,2.370155732,0.0015385,0.563503214,0.4911142,-0.733605385,-0.845487752,-0.116843998,-0.052359452,-0.4291043,-0.430867405,0.007547206,-0.233437034,-0.734641789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AI56,0.007846424,-0.234429086,0.098668384,0.181582965,-0.670126946,-0.660675289,-0.671520972,-0.473513668,0.600203106,-0.02233705,-0.180036545,-0.092638066,-0.526599466,-0.372113986,0.258616816,-0.241590241,-0.799704731,-0.830504735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AI57,-0.965930192,-0.818459498,-0.91596389,-0.815713513,0.636343558,0.049578608,-0.858839906,-0.930056447,-0.935585251,-0.810523228,-0.884881305,-0.958378794,-0.946684022,-0.955650534,-0.939869512,-0.881326058,-0.835736965,-0.763046529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AI58,-0.756099125,-0.59878389,0.359961786,0.387541071,-0.552896089,-0.831897422,-0.870042606,0.034972035,0.631344605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ18,-0.420625549,-0.215121872,-0.640823186,0.040894134,-0.233730077,-0.698409777,-0.327356339,-0.732776557,-0.703007454,0.016487181,-0.580109116,-0.540089575,-0.743669484,-0.808852486,-0.831501362,-0.720349211,-0.588311203,-0.672604997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ19,3.332484697,3.543058009,3.004659957,2.651432969,2.632539451,3.956458971,4.066661717,3.250388014,3.511277345,4.829032255,3.481723719,3.723195958,1.26997266,1.203282144,0.833584116,-0.352581806,-0.606721091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ20,-0.804779894,-0.811268328,-0.700314989,-0.917612004,-0.873430565,-0.935099341,-0.932581289,-0.963768218,-0.976252847,-0.782233939,-0.817613821,-0.749042263,-0.713082864,-0.916208793,-0.851998621,-0.861466834,-0.672480433,-0.632997207,-0.726212601,-0.318632042,-0.004021176,-0.371966697,0.015768481,0.768594784,1.409444689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ21,-0.023341651,-0.461879505,-0.045083599,1.496911572,0.502436011,0.003862319,0.153338471,2.745904086,1.618851123,1.351404685,0.143014595,1.672598689,0.879642726,2.017290715,0.709342328,-0.046492982,1.403012107,3.579566982,1.125682156,0.420315155,0.640814612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ22,6.886695422,4.942203607,3.824186171,1.869515506,2.382584528,2.149796783,0.626410376,0.275139852,0.861187506,0.987756625,1.81164261,0.713517609,1.174626653,1.004181102,0.256792636,0.283542182,1.490741559,2.820529274,1.718282144,2.040907337,2.429596889,2.044721639,1.900444793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ23,5.210436527,5.167226511,6.072794785,5.410792237,2.671120714,5.232451456,6.144217365,5.341217711,5.682919666,3.494369557,3.248820778,3.193861235,1.733092032,1.176613603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ24,0.671730737,3.046177688,1.263220606,1.038229549,0.097427693,0.000952326,2.098795308,-0.110033369,1.348886149,2.005402197,0.483313673,1.012802626,-0.310227214,0.945444928,-0.37638334,-0.414924824,-0.191275536,0.439625817,0.176622378,-0.704876383,-0.637648025,-0.792519925,-0.915208309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ25,0.587960893,0.437470967,2.08928788,1.618586273,2.96640728,2.854224041,2.722677279,2.042457876,0.440456795,2.613461028,2.18367926,0.68178062,1.409266278,1.901821906,2.423124802,2.234312302,1.633294163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ26,0.363941251,-0.577441327,2.000029697,2.316297574,2.362340551,1.987547324,0.755404622,1.807365634,1.164054821,-0.01012381,2.740866056,2.610829526,1.729395484,2.025498557,1.608118359,1.979407782,1.313889701,1.285434562,1.222847946,0.909765644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ27,-0.609285921,-0.354474111,-0.535474288,-0.399925414,-0.202478028,2.19877658,2.499128255,1.812551969,2.00913601,-0.984297448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ28,-0.339563033,-0.723775267,-0.631597863,-0.370370019,0.449173334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ29,0.349749499,-0.356387163,-0.18809271,-0.198086658,-0.061002319,-0.412243923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ30,-0.374586857,0.26001695,0.452047023,-0.527156199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ36,-0.752145636,-0.796307048,-0.81432916,-0.811093033,-0.80978374,-0.754731998,-0.734006146,-0.366685741,0.463778417,2.35710936,1.420868235,2.47313213,2.32844343,2.263821822,0.709128161,0.464632046,0.504474942,0.905995093,0.848205597,0.768489187,0.438884881,0.349453236,0.294131615,0.275158301,1.166016918,0.511759198,0.347117311,-0.192351098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ38,0.046376785,0.282671774,0.323468477,-0.350597736,-0.557785651,-0.353830415,-0.206996881,0.16475183,0.551451661,0.862931222,1.236452205,0.687089806,0.551557651,0.054381007,-0.090202152,-0.102312381,-0.048616339,-0.011081211,0.162948179,0.074518914,0.239973315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ39,-0.610037761,-0.495214697,-0.638675031,-0.57128787,-0.647680058,-0.607842102,-0.579260251,0.29884253,1.193370279,0.327977224,-0.611100093,-0.553975153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ40,-0.589987816,-0.380892163,0.715606139,0.299498185,-0.555525074,-0.654346975,0.656299401,1.469550498,0.741144586,0.658026572,0.183482073,-0.206486455,0.025453123,0.084537985,0.45692498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ42,0.350450629,0.172037333,0.155096925,0.730277275,0.330273299,0.18941023,-0.272827889,-0.636571445,-0.507743205,-0.431990839,-0.821310544,-0.556528868,-0.457300305,-0.560399463,-0.551400015,-0.582768151,-0.616099495,-0.7564825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ43,-0.155798056,-0.059632802,-0.061562199,-0.086379407,-0.014662587,-0.157822164,-0.194736621,-0.081633041,-0.08897805,-0.341764616,-0.025517282,-0.064981787,0.231933096,0.899900201,0.288330452,0.403746042,0.645307013,0.696466448,2.724463256,2.341055618,2.639240364,1.138480748,2.175642366,1.662799645,1.539312782,1.09618881,0.062835717,-0.170171267,0.284585672,0.519493496,0.544301065,0.001290513,1.283025363,0.646211375,0.073967424,-0.487882974,-0.42797038,-0.451816532,-0.400854659,-0.234451714
AJ44,0.847735411,1.854279075,1.145406275,2.29988854,2.228414774,1.431412833,1.656605784,0.872593265,0.930503481,1.693789694,1.405425549,1.707281243,3.334620833,1.661818237,1.128944836,1.024668931,0.821497965,1.641825034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ45,-0.264968696,-0.547434034,-0.782315577,-0.919812778,-0.940728642,-0.853165679,-0.809934518,-0.769929385,-0.826718411,-0.903687583,-0.754000518,-0.32658638,-0.204580541,-0.432616713,-0.297442024,0.53528987,0.832441924,0.732888522,0.580742004,-0.063291672,-0.319200304,-0.213773217,-0.227175435,-0.512144636,-0.179012104,-0.595931623,-0.54803335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ46,0.934805226,0.518209935,0.861970765,0.433730777,2.536095937,1.283172851,0.109618805,-0.508172542,-0.225230528,0.642745259,0.536700889,0.418209335,1.305077712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ47,-0.534335472,-0.472017722,0.170752051,0.616318818,0.334023986,1.372601149,-0.199347632,-0.176499191,-0.026019764,0.572285649,2.377513773,0.863788641,0.947605212,1.281635732,1.178857117,-0.47856136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ49,-0.853458861,-0.877278153,-0.709152007,-0.947139004,-0.863525674,-0.797431074,-0.911774632,-0.757189128,-0.899731324,-0.857822201,-0.514869551,-0.170734489,-0.664708942,-0.807668445,-0.906492155,-0.700580466,-0.625910684,-0.631724491,-0.544248398,-0.539675117,-0.083412418,-0.141829253,-0.452904992,-0.33348274,-0.212891919,-0.31883655,-0.529821893,-0.692024894,-0.76934382,-0.836242155,-0.77270659,-0.721071251,NA,NA,NA,NA,NA,NA,NA,NA
AJ50,-0.955505286,-0.834969654,-0.997978225,-0.979681288,-0.967629932,-0.963047463,-0.93101548,-0.85169412,-0.66270613,-0.712734794,-0.71489031,-0.75860038,-0.73963067,-0.829828108,-0.935432713,-0.73788592,-0.600053549,-0.627944464,-0.455125,-0.590396118,-0.810237754,-0.806762881,-0.716340491,-0.719870595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ51,-0.936807467,-0.909750911,-0.548685418,-0.841576307,-0.915576882,-0.812752711,-0.734849902,-0.67099237,-0.585647778,-0.44123046,0.013356733,-0.295667941,-0.420478191,-0.419780455,-0.296564746,-0.35714651,-0.438578165,-0.276795623,-0.215537501,-0.094004776,-0.609578201,-0.55104603,-0.497307399,-0.295879578,-0.020721463,0.232356785,0.412693981,0.586764463,-0.098938033,0.132215391,-0.186597055,-0.132342392,-0.182353983,-0.36744803,-0.589562805,-0.829751119,NA,NA,NA,NA
AJ52,-0.736482125,-0.664032394,-0.537299878,-0.365972929,0.061435606,-0.17118792,-0.461228937,-0.852832816,-0.898949301,-0.902258221,-0.823096446,-0.660223317,-0.772374903,-0.457324432,-0.783430681,-0.86386382,-0.522025385,-0.422731947,-0.749899727,-0.833678422,-0.636615655,-0.864459485,-0.896888158,-0.899518354,-0.680899281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ53,0.576884907,-0.230355326,-0.43406674,-0.286622031,-0.563453925,0.282760211,0.11282676,-0.062259101,0.330611927,0.349129715,0.520346736,0.376264369,0.207244121,0.165004099,0.39848295,0.225774451,0.268285575,-0.202565667,-0.351970836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ54,6.74271327,4.41265218,4.719854466,3.102091172,1.633530543,0.428504747,1.420125402,1.418524066,0.049094088,0.443265003,-0.618567014,0.770523245,1.608530659,1.199085987,0.768770783,0.409776015,-0.33392427,0.566033979,1.235838688,0.708374692,0.711649677,-0.08821015,0.143123313,0.135639944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ55,0.929639153,0.263955112,0.858481241,2.86846457,0.723889027,1.3103599,0.879180628,-0.043232984,0.434166631,0.236614075,0.709305807,0.126383213,0.408098881,0.769937887,0.395063354,0.627135798,1.037884262,0.049318223,1.046817542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ56,-0.910517217,0.603534343,0.249660561,-0.888683219,-0.925264902,-0.899735056,-0.937755168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ57,-0.56228066,-0.473819676,-0.433891152,-0.242902989,-0.367137514,-0.102421878,0.060255838,-0.750306307,-0.647944743,-0.591941812,-0.759022886,-0.599503983,-0.804809272,-0.914653342,-0.721431624,-0.559060372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ58,0.049784851,0.373217745,-0.237872525,0.196528938,0.323034319,0.475506428,0.09669691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ59,-0.561343999,0.220983255,0.760674804,0.339099728,0.533230561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ60,1.154104453,1.650074675,0.458161615,0.136781554,0.006204076,-0.300327973,-0.640094668,-0.19916742,-0.233292033,-0.609561703,-0.671970421,-0.717808904,-0.760338047,-0.819523132,-0.63352494,0.00742399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK19,-1.596054272,-1.713164252,-0.812171463,-0.832622873,-0.836905875,-0.889548551,-0.923451339,-0.855931196,-0.717417245,-0.80431012,-0.832525021,-0.936389908,-0.861520309,-0.857961418,-0.82119194,-0.80632043,-0.538199617,-0.761783324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK20,-0.849976111,-0.822869226,-0.791939019,-0.868802083,-0.950584503,-1.000050729,-0.964409728,-0.962783408,-0.803881872,-0.942729907,-0.950616811,-0.968144001,-0.981347123,-0.986969264,-0.944237295,-0.919583464,-0.905307697,-0.689087978,-0.496179813,-0.9578001,-0.799679207,-0.79208694,-0.798177894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK21,-0.747541408,-0.753549897,-0.743871258,-0.83303054,-0.863032768,-0.845615452,-0.828430389,-0.752362338,-0.772607274,-0.795860575,-0.762732433,-0.739988848,-0.714697787,-0.779266894,-0.632166407,-0.660880165,-0.521383747,0.314779538,-0.246995689,0.541338681,1.055711832,0.348297035,-0.0468927,-0.451231096,-0.696750986,-0.734442938,-0.505413524,-0.645614138,-0.505656332,-0.695788207,-0.822975463,-0.905292401,-0.750911234,-0.88495917,-0.86181613,-0.891258351,-0.844046924,-0.864524674,NA,NA
AK22,-2.434460708,-0.941587448,1.7884485,0.159602965,-1.15844491,-0.0592657,0.443839984,0.151738522,0.06431945,-0.15833771,-0.199863082,-0.30490953,-0.697390267,-0.758955079,-0.576519801,-0.561636418,-0.507052119,-0.557160694,-0.605184866,-0.775392569,-0.525668812,-0.596722487,-0.718193149,-0.637063172,-0.670005715,-0.412913509,-0.562518609,-0.41510197,-0.306720948,-0.834317289,-0.907514472,-0.900706918,-0.887760057,-0.884337268,NA,NA,NA,NA,NA,NA
AK23,0.831149514,0.930946833,1.040299327,0.693900881,0.496422148,0.574702,0.841455223,0.741631126,2.08672609,2.875213501,1.649180775,1.033590885,1.428026281,1.018218193,0.914037455,2.054857233,4.242203924,1.995606871,1.427748065,1.589120329,-0.985299064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK24,-0.02153573,0.021879524,1.61669123,0.60185925,0.628749211,0.567414255,0.731427217,0.073297739,0.002685988,0.074390682,0.608834682,0.33720973,0.709516649,0.440826852,0.389973752,0.358334968,1.666544425,0.672632366,0.461093401,0.236417533,1.108053923,1.66976246,0.295955398,-0.485634843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK27,-1.547733403,-1.292528978,0.303054621,0.538337952,-0.69589478,-0.841194824,-0.904045339,-0.744374393,-0.587270535,-0.385993914,-0.533331384,-0.294003059,0.700064977,0.101107114,0.173088783,-0.248168232,-0.058165383,0.565565033,0.582898108,0.209504984,0.091753097,0.311538019,0.234014594,-0.27777835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK28,2.502446403,1.298823367,-0.012964951,-0.567617871,-0.468784608,0.010171422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK29,-1.497429792,-1.314549673,-1.539196719,-1.146550793,-0.604526972,-0.484359867,-0.392042693,0.100964196,-0.007141559,-0.349858496,-0.675097893,-0.146839971,-0.302524269,-0.016161168,-0.177326016,-0.42679397,-0.576596201,-0.185743005,-0.13620033,-0.017423814,-0.339408359,-0.688163099,-0.791905785,-0.674787573,-0.590874018,-0.7795105,-0.860379675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK30,-0.455858867,-0.459294393,-0.423038699,-0.290283758,-0.25998596,-0.391979462,-0.354086893,-0.458612699,-0.37052191,-0.306942556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK31,-1.172839742,-1.125838304,-0.589139579,-0.589697954,-0.506682208,-0.734705276,-0.562036309,-0.829221047,-0.49973841,-0.771577953,-0.666539382,-0.605328178,-0.691132492,-0.803667982,-0.795451186,-0.837743589,-0.881901101,-0.863808547,-0.885008874,-0.852636814,-0.88855096,-0.908539008,-0.900673035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK32,-1.117976467,-0.377079037,0.233269502,-0.239177961,-0.413277516,-0.324248811,-0.573533648,-0.238912411,0.800674059,0.063046486,-0.360144441,-0.312778493,-0.399345834,-0.528551768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK33,-0.176422924,0.543786047,0.158627586,-0.128152113,-0.417401731,-0.587910989,-0.339437518,1.239753624,1.102021809,0.332893339,0.457256845,-0.28471978,0.126032871,0.081816156,-0.143169008,-0.114090287,0.005584279,-0.128844843,-0.250008781,0.285699522,-0.141220367,-0.314861261,-0.555458416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK36,-0.627447645,-0.533475627,-0.676236966,-0.626304268,-0.51063046,-0.712403888,-0.899433287,-0.499182011,-0.443769511,-0.891448775,-0.811646076,-0.761859596,0.217674731,-0.315462968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK37,1.519672945,-0.147595185,-0.346504918,-0.152858306,0.229882992,0.202560592,0.073186276,-0.320271015,-0.400286642,-0.586648638,-0.566504561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK38,-0.358392819,-0.238940339,-0.021158574,-0.185851028,-0.3043938,0.512728088,-0.11697851,-0.062463164,0.046678112,0.719680705,0.792565508,0.436608504,0.348534222,0.434276808,-0.201699017,0.197240535,-0.252663171,-0.550543441,-0.600484136,-0.67317622,-0.759125428,-0.766602655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK42,0.357077733,1.421003149,4.171219226,2.957967342,2.250823176,1.326077484,1.257884175,0.996893149,-0.009454824,0.131233924,0.345109561,1.755300143,0.432631163,0.569536137,0.697702698,-0.087220496,0.385661559,-0.0202806,0.19605163,-0.169764767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK43,-0.332695174,1.046026761,1.594015043,3.36783405,3.880571595,0.988134154,0.814239288,2.310881104,0.931089354,-0.489136415,-0.403826737,-0.636690625,-0.583770689,-0.505078505,2.402644903,3.149074948,3.285169011,2.378520424,2.818041231,1.772706533,0.336578626,0.194043458,0.15597993,0.043106814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK44,-0.805035534,-1.186883639,-0.683503231,-0.940884765,-0.421293522,-0.815006211,0.164753155,-0.576227716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK45,0.340192247,0.407299324,0.493584201,0.507027062,0.788653064,-0.252740293,0.644826755,0.430269264,1.126618615,0.334047023,0.54557674,0.360926472,0.754749206,-0.16705548,-0.45356439,0.456316873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK46,0.258713224,1.178488316,1.16517622,2.119853028,2.652828653,1.792781167,1.654669729,1.446231419,0.281301838,0.847276951,0.042233474,0.618940919,1.592519377,2.249595253,2.40295497,1.183394372,1.747247335,0.841337052,0.251343489,0.281367205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
