Site,Alt_z,Alt_z2,Rgd_z,Rgd2_z,Available_z,Rgd_Availz,Forest_z,NDVI_z,ForestXNDVI,Altitude,Rugged,Rgd^2,Available,Rgd_Avail,Forest_Cov,NDVI
AI58,0.223102962,0.049774931,0.350783788,0.123049266,0.777096926,-0.115898585,3.425003275,3.702343245,12.68053774,2162.26001,34.028801,1157.959297,39560,49.110199,45862,0.337246
AJ18,-1.16551294,1.358420413,-0.101350542,0.010271932,-0.72813021,0.072643451,-0.451627075,-0.984146947,0.444467407,1500.079956,26.4333992,698.7245933,11156,51.4917984,84,0.0752126
AJ19,-0.892163996,0.795956596,0.706733619,0.499472408,0.401638038,1.269786127,-0.458740469,-0.84397973,0.387167658,1630.430054,40.0084,1600.672071,32475,66.6137009,0,0.0830497
AJ20,-1.093395816,1.19551441,1.207573193,1.458233017,0.662948945,1.945287032,-0.409200761,-0.958344132,0.392155148,1534.469971,48.4220009,2344.690171,37406,75.1464005,585,0.0766553
AJ21,0.780977707,0.609926179,2.929128606,8.579794393,1.940939988,2.316195915,-0.194020593,0.151777861,-0.029448031,2428.290039,77.3423996,5981.846776,61522,79.8315964,3126,0.138725
AJ22,0.76273359,0.581762529,1.946825642,3.79013008,1.610313594,1.298681594,-0.404204449,-0.215456633,0.087088529,2419.590088,60.8406982,3701.590557,55283,66.9786987,644,0.118192
AJ23,0.816103072,0.666024225,1.959540701,3.83979976,1.804004806,1.062244083,-0.458740469,-0.118358495,0.054295831,2445.040039,61.0542984,3727.627353,58938,63.9920998,0,0.123621
AJ24,1.211813803,1.468492693,1.626544686,2.645647614,1.673640817,0.786104806,-0.458740469,0.348263429,-0.159762529,2633.73999,55.4603004,3075.84492,56478,60.5040016,0,0.149711
AJ25,1.946321912,3.788168985,1.514192629,2.292779318,1.682543723,0.634651965,-0.458740469,0.194702071,-0.089317719,2984,53.5728989,2870.055497,56646,58.5909004,0,0.141125
AJ26,1.603749765,2.572013309,0.831401758,0.691228884,1.22960835,0.008954543,-0.458740469,0.357349053,-0.163930472,2820.639893,42.1026993,1772.637288,48099,50.6873016,0,0.150219
AJ27,0.07113077,0.005059587,-0.138811071,0.019268514,0.015421471,-0.096297009,-0.458740469,-0.481497304,0.220882299,2089.790039,25.8041,665.8515768,25187,49.3577995,0,0.103317
AJ28,0.749815516,0.562223308,0.305018981,0.093036579,0.237888149,0.765505736,-0.458740469,-0.0024989,0.001146347,2413.429932,33.2599983,1106.227487,29385,60.2438011,0,0.130099
AJ29,1.691804317,2.862201847,0.947343256,0.897459244,0.744823889,0.926671938,-0.458740469,-0.187609552,0.086064094,2862.629883,44.0503998,1940.437723,38951,62.2795982,0,0.119749
AJ30,-0.3521563,0.12401406,-0.826358221,0.682867909,-0.938302398,-0.712565847,-0.458740469,-0.841813846,0.386174079,1887.939941,14.2539997,203.1765074,7190,41.5732994,0,0.0831708
AJ36,0.06865641,0.004713703,-0.270360611,0.07309486,-0.296286247,0.506846233,-0.454167573,-0.256127321,0.116324724,2088.610107,23.5942001,556.6862784,19305,56.9765015,54,0.115918
AJ38,0.835773031,0.69851656,1.05735572,1.118001118,0.741008358,1.318449578,-0.309274513,0.292068485,-0.090329338,2454.419922,45.8984985,2106.672165,38879,67.2284012,1765,0.146569
AJ39,-0.38931573,0.151566738,-0.483617455,0.233885843,-0.564804269,-0.83846358,-0.458740469,-0.227081939,0.104171675,1870.219971,20.0116997,400.4681249,14238,39.9830017,0,0.117542
AJ40,-0.479404346,0.229828527,-0.780480444,0.609149723,-0.808733311,-0.643303326,-0.458740469,-0.372827514,0.171031069,1827.26001,15.0247002,225.7416161,9635,42.4482002,0,0.109393
AJ42,0.297484793,0.088497202,-0.80038641,0.640618405,-0.945138558,-0.94099959,-0.458740469,0.00780291,-0.003579511,2197.729981,14.6903,215.8049141,7061,38.6878014,0,0.130675
AJ43,0.504462217,0.254482128,0.07074314,0.005004592,0.250447606,-0.444240087,-0.458740469,0.068594321,-0.031466991,2296.429932,29.3243999,859.9204295,29622,44.9626999,0,0.134074
AJ44,0.878636851,0.772002716,0.970231448,0.941349063,1.291027807,0.204874918,-0.458740469,0.656512906,-0.301169038,2474.860107,44.4348984,1974.460196,49258,53.1621017,0,0.166946
AJ45,1.290892977,1.666404677,-0.06377091,0.004066729,0.367616216,-0.688412297,-0.458740469,0.649931193,-0.298149741,2671.449951,27.0646992,732.4979428,31833,41.8783989,0,0.166578
AJ46,0.928231566,0.861613839,-0.145799538,0.021257505,0.024589345,-0.3913176,-0.458740469,0.645459922,-0.296098587,2498.51001,25.6867008,659.806598,25360,45.6311989,0,0.166328
AJ47,1.041261641,1.084225805,-0.069414052,0.004818311,0.153363529,-0.27675615,-0.458740469,0.86465955,-0.396654328,2552.409912,26.9699001,727.3755114,27790,47.0783005,0,0.178584
AJ49,0.545669296,0.297754981,-0.992511012,0.985078108,-1.059710487,-1.35917913,-0.458740469,0.620188294,-0.284505469,2316.080078,11.4628,131.3957838,4899,33.4054985,0,0.164915
AJ50,0.112022987,0.01254915,-0.943192594,0.889612269,-0.958174957,-1.156347297,-0.458740469,0.602571483,-0.276423925,2109.290039,12.2912998,151.0760508,6815,35.9676018,0,0.16393
AJ51,0.250951671,0.062976741,-0.191504733,0.036674063,0.018654074,-0.08412903,-0.458740469,0.900984162,-0.413317897,2175.540039,24.9188995,620.9515523,25248,49.5115013,0,0.180615
AJ52,0.701311302,0.491837542,0.154260041,0.02379616,0.522675172,-0.368921364,-0.458740469,1.251227823,-0.573988839,2390.300049,30.7273998,944.1730985,34759,45.9141006,0,0.200198
AJ53,1.506950733,2.270900513,0.8697136,0.756401747,1.158756052,0.309738113,-0.322400418,1.153915064,-0.372022699,2774.479981,42.7462997,1827.246138,46762,54.4866982,1610,0.194757
AJ54,1.180610142,1.393840307,1.912484502,3.65759697,1.59097097,1.564418954,0.248788181,1.471500556,0.366091947,2618.860107,60.2638016,3631.725783,54918,70.3354034,8355,0.212514
AJ55,1.49266979,2.228063103,1.115829448,1.245075358,1.046038896,0.954126899,-0.069705565,1.00627367,-0.070142875,2767.669922,46.8807983,2197.809249,44635,62.6264,4594,0.186502
AJ56,1.473712496,2.171828521,2.003162558,4.012660233,1.287901191,2.273969178,0.078574826,0.777523405,0.061093766,2758.629883,61.7871017,3817.645936,49199,79.2982025,6345,0.173712
AJ57,0.993596037,0.987233084,2.161695886,4.672929105,1.602152596,2.002492708,0.973930951,1.98653741,1.934750269,2529.679932,64.4503021,4153.841441,55129,75.8690033,16918,0.241311
AJ58,1.198749305,1.436999896,1.471767475,2.1660995,1.352182297,1.164376631,1.074449982,1.316544161,1.414560851,2627.51001,52.860199,2794.200638,50412,65.2822037,18105,0.20385
AJ59,0.452896411,0.205115159,0.605685995,0.366855525,1.129026703,-0.175344465,3.409929654,3.653445416,12.45799187,2271.840088,38.3109016,1467.725181,46201,48.3592987,45684,0.334512
AJ60,-0.017364334,0.00030152,0.57126719,0.326346202,1.040898527,-0.081207831,3.019201085,3.921507102,11.8398185,2047.589966,37.7327003,1423.756672,44538,49.5484009,41070,0.3495
AK19,-1.65248675,2.730712459,-0.481760177,0.232092868,-0.536028803,0.725985785,-0.314101458,-0.557383729,0.175075042,1267.859985,20.0429001,401.7178444,14781,59.7445984,1708,0.099074
AK20,-1.733013012,3.003334101,-0.824262851,0.679409248,-0.792994244,0.507883278,-0.0285495,-0.068530642,0.001956516,1229.459961,14.2891998,204.1812309,9932,56.9896011,5080,0.126407
AK21,-1.094129727,1.19711986,-0.08588533,0.00737629,-0.128349872,0.297063684,-0.367790646,-1.29922495,0.477842784,1534.119995,26.6931992,712.5268835,22474,54.3265991,1074,0.0575958
AK22,-0.800376913,0.640603202,0.032246793,0.001039856,-0.142393147,0.445650592,-0.458740469,-1.118258273,0.512990325,1674.199951,28.6777,822.4104773,22209,56.2034988,0,0.0677141
AK23,0.204606954,0.041864006,1.219014337,1.485995953,1.06098306,0.794765416,-0.458740469,-0.320996532,0.1472541,2153.439941,48.6142006,2363.3405,44917,60.6133995,0,0.112291
AK24,0.189424429,0.035881614,1.606769745,2.581709014,1.406129671,0.966334436,-0.458740469,-0.437482104,0.200690746,2146.199951,55.1281013,3039.107553,51430,62.7806015,0,0.105778
AK27,1.514038984,2.292314044,0.859314299,0.738421064,1.213127375,0.070347688,-0.458740469,0.333704968,-0.153083974,2777.860107,42.5716019,1812.341288,47788,51.4627991,0,0.148897
AK28,0.799095879,0.638554224,-0.027155574,0.000737425,0.046846611,-0.029567915,-0.458740469,-0.094946916,0.043555993,2436.929932,27.6798,766.171328,25780,50.2006989,0,0.12493
AK29,1.075862747,1.157480651,-0.200487408,0.040195201,-0.153998722,-0.559656484,-0.458740469,-0.272903533,0.125191895,2568.909912,24.7679996,613.4538042,21990,43.5047989,0,0.11498
AK30,-0.233317136,0.054436886,-0.688665403,0.474260037,-0.797604677,-0.299397611,-0.458740469,-0.960531478,0.440634661,1944.609985,16.5671005,274.468819,9845,46.7923012,0,0.076533
AK31,-0.36759046,0.135122746,-0.979813835,0.960035151,-1.127383176,-0.844543642,-0.458740469,-1.009713679,0.463196527,1880.579956,11.6760998,136.3313065,3622,39.9062004,0,0.0737831
AK32,0.214693824,0.046093438,0.354813755,0.125892801,0.256647845,0.2182696,-0.458740469,-0.255125756,0.117036509,2158.25,34.0965004,1162.57134,29739,53.3312988,0,0.115974
AK33,-0.529062289,0.279906906,0.040931885,0.001675419,-0.044885123,0.424964551,-0.458740469,-0.5146026,0.236069038,1803.579956,28.8236008,830.7999631,24049,55.9421997,0,0.101466
AK36,-0.956270552,0.914453369,-1.120569896,1.255676892,-1.138670789,-0.75858503,-0.458740469,-1.067360892,0.489641636,1599.859985,9.3115396,86.70476972,3409,40.9920006,0,0.0705599
AK37,0.301280553,0.090769971,0.708572955,0.502075633,0.757171373,0.20643442,-0.458740469,0.030463315,-0.013974756,2199.540039,40.039299,1603.145464,39184,53.1818008,0,0.131942
AK38,1.019641581,1.039668955,0.09903059,0.009807058,0.143400753,-0.121329359,-0.458740469,0.748281288,-0.343266909,2542.100098,29.7996006,888.0161959,27602,49.0415993,0,0.172077
AK42,-0.352869221,0.124516687,-0.968307181,0.937618797,-1.042169641,-0.650388727,-0.458740469,-0.414535538,0.190164227,1887.599976,11.8694,140.8826564,5230,42.3586998,0,0.107061
AK43,-0.30310658,0.091873599,-0.994505161,0.989040515,-0.976563699,0.034493342,-0.458740469,-0.285262128,0.130861282,1911.329956,11.4293003,130.6289053,6468,51.0098991,0,0.114289
AK44,0.403888417,0.163125853,-0.588802338,0.346688194,-0.631841036,-0.714687357,-0.458740469,0.067592756,-0.031007533,2248.469971,18.2446995,332.8690598,12973,41.5465012,0,0.134018
AK45,0.772715505,0.597089252,-0.484962786,0.235188903,-0.418648219,-0.563210964,-0.458740469,0.30326455,-0.139119722,2424.350098,19.9890995,399.5640988,16996,43.4598999,0,0.147195
AK46,0.496703284,0.246714152,-0.611940546,0.374471231,-0.657330905,-0.29464784,-0.458740469,0.233780986,-0.107244799,2292.729981,17.8560009,318.8367681,12492,46.8522987,0,0.14331
AK47,0.703890616,0.495461999,-0.579254124,0.33553534,-0.551502902,-0.710705252,-0.458740469,0.514630509,-0.236081841,2391.530029,18.4050999,338.7477023,14489,41.5968018,0,0.159013
AK48,0.672917342,0.45281775,-0.819744718,0.671981402,-0.845881748,-0.504081876,-0.458740469,0.373696023,-0.171429489,2376.76001,14.3650999,206.3560951,8934,44.2067986,0,0.151133
AK49,0.534114603,0.28527841,-0.465955713,0.217114726,-0.40455195,-0.808713158,-0.458740469,0.299669647,-0.137470594,2310.570068,20.3083992,412.4310781,17262,40.358799,0,0.146994
AK50,0.373816726,0.139738945,0.308221703,0.095000618,0.584730551,-0.312697768,-0.458740469,0.438726199,-0.201261463,2234.129883,33.3138008,1109.809324,35930,46.6242981,0,0.154769
AK51,0.37851458,0.143273287,-0.397255146,0.157811651,-0.309163665,-1.123461872,-0.458740469,0.817460805,-0.375002353,2236.370117,21.4624996,460.6388891,19062,36.3829994,0,0.175945
AK52,0.290418046,0.084342641,-0.328125964,0.107666648,-0.186377745,-0.397595467,-0.458740469,1.149855149,-0.527485091,2194.360107,22.6238003,511.83634,21379,45.551899,0,0.19453
AK53,0.243066792,0.059081466,-0.085385306,0.00729065,0.147375265,0.031754249,-0.458740469,1.05967854,-0.486117431,2171.780029,26.7015991,712.9753945,27677,50.9752998,0,0.189488
AK54,0.905856347,0.820575722,1.468696005,2.157067956,1.256899999,1.33987188,-0.001874273,1.351330656,-0.002532762,2487.840088,52.8086014,2788.748382,48614,67.4990005,5395,0.205795
AK55,1.384316066,1.91633097,1.428270959,2.039957932,1.210689674,1.340077847,-0.23365236,1.43442477,-0.335156733,2716,52.1295013,2717.484906,47742,67.5016022,2658,0.210441
AK56,1.70740666,2.915237502,3.171071651,10.05569541,1.936912483,2.894441785,-0.329090396,0.859437104,-0.282832497,2870.070068,81.4067993,6627.066972,61446,87.1358032,1531,0.178292
AK57,1.553358423,2.412922389,2.568994168,6.599731033,1.766061466,2.312222265,-0.151763646,1.311482682,-0.199035393,2796.610107,71.2925034,5082.621041,58222,79.7814026,3625,0.203567
AK58,1.310437502,1.717246447,1.596917929,2.550146872,1.354461017,1.372013199,0.470065544,1.857907864,0.873338471,2680.77002,54.9626007,3020.887476,50455,67.9049988,10968,0.234119
AK59,0.371342366,0.137895153,0.828449278,0.686328206,1.199984989,0.173968464,1.973532171,3.2734052,6.46017047,2232.949951,42.0531006,1768.46327,47540,52.7717018,28722,0.313263
AK60,0.222033452,0.049298854,1.347760131,1.816457371,1.608352835,0.615010822,2.162714577,3.326184092,7.193586822,2161.75,50.7770004,2578.30377,55246,58.3428001,30956,0.316214
AL21,-1.652402787,2.73043497,-0.998791162,0.997583785,-0.984565716,-0.866219324,-0.458740469,-1.266144693,0.58083181,1267.900024,11.3572998,128.9882587,6317,39.6324005,0,0.0594454
AL22,-1.221419755,1.491866218,-0.87897445,0.772596083,-0.958386931,-0.24075142,-0.458740469,-1.445229859,0.662985424,1473.420044,13.3701,178.759574,6811,47.5331001,0,0.0494323
AL23,-0.606547694,0.367900105,0.20321542,0.041296507,0.009857154,0.885790598,-0.458740469,-1.174608817,0.5388406,1766.630005,31.5498009,995.3899368,25082,61.7631989,0,0.0645634
AL24,-0.642490935,0.412794601,-0.006350715,4.03E-05,-0.130257638,0.596549278,-0.458740469,-0.989920253,0.454116481,1749.48999,28.0293007,785.6416977,22438,58.1096001,0,0.0748898
AL27,1.50548291,2.266478792,0.988845789,0.977815995,1.325897525,0.112567173,-0.458740469,0.136647078,-0.062685545,2773.780029,44.7476006,2002.347759,49916,51.9961014,0,0.137879
AL28,0.865970668,0.749905197,0.008537034,7.29E-05,0.156914093,0.073625237,-0.458740469,-0.408096906,0.187210566,2468.820068,28.2793999,799.7244587,27857,51.5042,0,0.107421
AL29,0.515597605,0.26584089,-0.444990082,0.198016173,-0.396178978,-0.312167165,-0.458740469,-0.476435824,0.218560394,2301.73999,20.6606007,426.8604213,17420,46.6310005,0,0.1036
AL30,-0.031519332,0.000993468,-0.494243044,0.244276186,-0.492521146,-0.38261713,-0.458740469,-0.719331404,0.329986426,2040.839966,19.8332005,393.3558421,15602,45.7411003,0,0.0900191
AL31,-0.909464549,0.827125766,-1.107522055,1.226605102,-1.106927688,-0.569797469,-0.458740469,-1.153951541,0.529364271,1622.180054,9.5307302,90.83481815,4008,43.3767014,0,0.0657184
AL37,-0.886984377,0.786741284,-1.013780131,1.027750154,-1.10316515,-0.464664904,-0.458740469,-0.94503405,0.433525363,1632.900024,11.1055002,123.3321347,4079,44.7047005,0,0.0773995
AL38,0.341292178,0.11648035,-0.297773009,0.088668765,-0.294166507,-0.325839078,-0.400647752,0.104328725,-0.041799069,2218.620117,23.1336994,535.1680479,19345,46.4583015,686,0.136072
AL39,0.03533421,0.001248506,-1.178925766,1.389865962,-1.288218423,-1.64335373,-0.458740469,-0.332353562,0.152464029,2072.719971,8.3312197,69.40922169,587,29.8159008,0,0.111656
AL47,0.700703079,0.490984805,-0.33038801,0.109156237,-0.242921801,-0.506607157,-0.458740469,0.486372072,-0.223118552,2390.01001,22.5858002,510.1183707,20312,44.1749001,0,0.157433
AL48,0.796726473,0.634773073,-0.758377947,0.575137111,-0.855367583,-0.953017177,-0.458740469,0.298596542,-0.136978318,2435.800049,15.3959999,237.0368129,8755,38.5359993,0,0.146934
AL49,0.626992442,0.393119523,-0.324500764,0.105300746,-0.25261961,-0.828599518,-0.458740469,0.26135979,-0.119896313,2354.860107,22.6847,514.5956141,20129,40.1076012,0,0.144852
AL50,0.151132517,0.022841038,1.128758871,1.27409659,1.271579196,0.431709609,-0.458740469,0.207060666,-0.094987107,2127.939941,47.0979996,2218.221566,48891,56.027401,0,0.141816
AL51,0.383694199,0.147221238,0.44224754,0.195582886,0.69490402,-0.186245571,-0.458740469,0.669175547,-0.306977905,2238.840088,35.5653,1264.890564,38009,48.2215996,0,0.167654
AL52,0.157318673,0.024749165,0.475987608,0.226564203,0.587168252,0.328651141,-0.458740469,0.724261616,-0.332248113,2130.889893,36.1320992,1305.528593,35976,54.7256012,0,0.170734
AL54,0.411920231,0.169678277,-0.236162182,0.055772576,-0.004875036,-0.262759592,-0.445106464,0.931585546,-0.414654748,2252.300049,24.1686993,584.1260259,24804,47.2551003,161,0.182326
AL55,1.540042035,2.371729468,1.642861216,2.698992976,1.464952447,1.242046081,-0.311560961,1.240765047,-0.38657395,2790.26001,55.7344017,3106.323533,52540,66.263298,1738,0.199613
AL56,1.378171891,1.899357762,2.090578407,4.370518074,1.773268581,1.534248461,-0.077835159,1.74317503,-0.135680305,2713.070068,63.2556,4001.270931,58358,69.9542999,4498,0.227704
AL57,1.361940847,1.854882872,2.034378642,4.138696458,1.643699494,1.657288415,-0.107050884,1.76476233,-0.188919367,2705.330078,62.3115005,3882.723095,55913,71.5084991,4153,0.228911
AL58,1.262729916,1.594486842,0.437628299,0.191518528,0.404605673,0.710255472,-0.269558063,1.85508202,-0.500052316,2658.02002,35.4877014,1259.376951,32531,59.5458984,2234,0.233961
AL59,0.81060859,0.657086287,1.249057785,1.56014535,1.120070803,1.089730749,1.397770675,2.659284963,3.717070538,2442.419922,49.1189003,2412.666367,46032,64.3393021,21923,0.278926
AL60,0.384889141,0.148139651,0.612186361,0.37477214,0.987587074,0.107429029,3.504436174,2.99538152,10.49712336,2239.409912,38.4201012,1476.104176,43532,51.9311981,46800,0.297718
AL61,0.590398742,0.348570674,1.249605496,1.561513896,1.671044136,0.349590562,4.229155527,3.124458194,13.21381964,2337.409912,49.1281013,2413.570337,56429,54.9901009,55358,0.304935
AL62,0.269195788,0.072466372,0.784464548,0.615384627,1.36574863,-0.117006911,3.854347411,4.477679657,17.25853299,2184.23999,41.3142014,1706.863237,50668,49.096199,50932,0.380597
AL66,-0.522854886,0.273377232,-0.626947397,0.393063038,-0.467826179,-1.101873162,-0.458740469,2.015314516,-0.924506327,1806.540039,17.6039009,309.8973269,16068,36.6557007,0,0.24292
AL67,-0.320050545,0.102432351,-0.286421109,0.082037051,-0.070533973,-1.054840486,-0.348567546,2.229506319,-0.777133546,1903.25,23.3243999,544.0276307,23565,37.2498016,1301,0.254896
AL68,-0.484017725,0.234273158,-0.537882616,0.289317708,-0.420555985,-1.312304692,-0.458740469,1.680416259,-0.770874943,1825.060059,19.1000996,364.8138047,16960,33.9976006,0,0.224195
AM26,-0.07438264,0.005532777,0.144045126,0.020748998,0.118440818,0.072144854,-0.441973183,-0.683657809,0.302158418,2020.400024,30.5557995,933.6568831,27131,51.4855003,198,0.0920137
AM27,0.784794457,0.61590234,1.365671888,1.865059707,1.253084467,0.866173307,-0.455776555,0.438851395,-0.200018177,2430.110107,51.0778999,2608.951858,48542,61.5153999,35,0.154776
AM29,0.830279061,0.689363319,-0.07084862,0.005019527,0.140221144,-0.49583259,-0.458740469,-0.246326293,0.112999839,2451.800049,26.9458008,726.0761808,27542,44.3110008,0,0.116466
AM38,0.32308953,0.104386844,1.004197911,1.008413445,0.920126359,0.614203288,-0.248302564,0.484977035,-0.120421041,2209.939941,45.0055008,2025.495102,42259,58.3325996,2485,0.157355
AM39,0.98109778,0.962552853,0.100286565,0.010057395,0.28298561,-0.24743305,-0.443582165,0.099553407,-0.044160116,2523.719971,29.8206997,889.2741306,30236,47.4487,179,0.135805
AM40,0.700094857,0.490132808,-0.21825633,0.047635825,-0.155376553,-0.108140343,-0.424782481,-0.367068516,0.155924275,2389.719971,24.4694996,598.7564107,21964,49.2081985,401,0.109715
AM41,0.237404895,0.056361084,-0.957068419,0.915979958,-1.06962027,-1.346646948,-0.458740469,-0.222986254,0.102292819,2169.080078,12.0581999,145.4001848,4712,33.5638008,0,0.117771
AM48,0.607951185,0.369604643,-0.29006413,0.0841372,-0.192154036,-0.38589468,-0.458740469,0.194755726,-0.089342333,2345.780029,23.2632008,541.1765115,21270,45.6996994,0,0.141128
AM49,0.583101095,0.340006887,-0.555270503,0.308325331,-0.60990173,-0.692069756,-0.458740469,0.40283083,-0.184794804,2333.929932,18.8080006,353.7408866,13387,41.8321991,0,0.152762
AM50,-0.078010472,0.006085634,0.278374677,0.077492461,0.264490881,-0.000276229,-0.458740469,0.666671635,-0.305829259,2018.670044,32.8124008,1076.653646,29887,50.5707016,0,0.167514
AM51,-0.113555399,0.012894829,0.621609455,0.386398314,0.895219418,-0.16036612,-0.458740469,-0.026464917,0.012140528,2001.719971,38.5783997,1488.292923,41789,48.5485001,0,0.128759
AM52,0.648969347,0.421161213,0.207852596,0.043202702,0.410805912,-0.50869727,-0.458740469,0.561417897,-0.25754511,2365.340088,31.6277008,1000.311458,32648,44.1484985,0,0.161629
AM53,0.742329463,0.551053032,-0.213994175,0.045793507,-0.190564231,-0.343501242,-0.458740469,1.001838168,-0.459583711,2409.860107,24.5410995,602.2655647,21300,46.235199,0,0.186254
AM55,0.819940814,0.672302938,0.637378268,0.406251057,0.868351718,0.229171015,-0.318250938,1.491853785,-0.474783867,2446.870117,38.8432999,1508.801947,41282,53.4690018,1659,0.213652
AM56,0.63980505,0.409350502,1.057516491,1.11834113,1.232311019,0.607901568,-0.222812902,1.578560688,-0.351723689,2360.969971,45.9011993,2106.920097,48150,58.2529984,2786,0.2185
AM57,1.350952395,1.825072375,1.302519201,1.696556269,1.508089149,0.590596047,-0.15472756,1.417004696,-0.219249679,2700.090088,50.0169983,2501.700119,53354,58.0344009,3590,0.209467
AM58,1.306432346,1.706765476,1.034437782,1.070061524,1.368186331,0.273195219,-0.441973183,1.592743562,-0.703949943,2678.860107,45.5135002,2071.4787,50714,54.0251007,198,0.219293
AM59,1.283134043,1.646432972,1.945569674,3.785241356,1.810099057,1.188451054,0.375728391,1.854885284,0.696933063,2667.75,60.8195992,3699.023647,59053,65.5863037,9854,0.23395
AM60,1.263191203,1.595652015,1.520329889,2.311402973,1.507877175,0.964062226,0.650102158,1.547029279,1.005727073,2658.23999,53.6759987,2881.112836,53350,62.7518997,13094,0.216737
AM61,0.617408841,0.381193677,0.286440523,0.082048173,0.665015691,-0.36937254,0.041906973,1.927767014,0.080786881,2350.290039,32.9478989,1085.564042,37445,45.9084015,5912,0.238025
AM62,0.110953478,0.012310674,0.103685595,0.010750703,0.415840293,-0.512512975,-0.26896528,2.044377782,-0.549866643,2108.780029,29.8778,892.6829328,32743,44.1002998,2241,0.244545
AM63,-0.10978063,0.012051787,-0.014101263,0.000198846,0.258025675,-0.368494041,-0.400986485,1.770574983,-0.709976639,2003.52002,27.8990993,778.3597418,29765,45.9194984,682,0.229236
AM67,-0.428907794,0.183961896,-0.671479844,0.45088518,-0.624845895,-1.149562981,-0.458740469,0.648643467,-0.297559009,1851.339966,16.8558006,284.1180139,13105,36.053299,0,0.166506
AN27,-0.30201608,0.091213713,-0.509249895,0.259335456,-0.707091794,0.958085142,-0.458740469,-0.773362252,0.354772563,1911.849976,19.5811005,383.4194968,11553,62.6763992,0,0.0869981
AN28,0.700891997,0.491249591,1.525931469,2.328466848,1.327911277,0.984605729,-0.458740469,0.414509791,-0.190152416,2390.100098,53.7700996,2891.223611,49954,63.0113983,0,0.153415
AN29,0.861965,0.742983661,0.383154792,0.146807595,0.672328793,-0.197930359,-0.458740469,-0.145114585,0.066569933,2466.909912,34.5726013,1195.264761,37583,48.0740013,0,0.122125
AN30,1.136802758,1.29232051,-0.203928102,0.041586671,-0.111974883,-0.656389363,-0.458740469,-0.386366525,0.177241961,2597.969971,24.7101994,610.5939544,22783,42.2829018,0,0.108636
AN31,0.507838672,0.257900116,0.946515778,0.895892118,0.851870742,0.662771613,-0.458740469,-0.209250507,0.095991676,2298.040039,44.036499,1939.213244,40971,58.9460983,0,0.118539
AN35,-1.104069661,1.218969816,-0.856669566,0.733882746,-0.883666108,0.135335166,-0.450780243,-0.816467101,0.368047238,1529.380005,13.7447996,188.919516,8221,52.283699,94,0.084588
AN36,-1.428250499,2.039899487,-0.731078687,0.534476047,-0.878949687,1.815011277,0.481497784,-0.797498177,-0.383993605,1374.790039,15.8546,251.3683412,8310,73.5008011,11103,0.0856486
AN38,-0.640330926,0.410023694,0.097929257,0.009590139,0.009698174,0.382135636,-0.344079333,-0.075577366,0.02600461,1750.52002,29.7810993,886.9138755,25079,55.4011993,1354,0.126013
AN39,0.261793187,0.068535673,-0.022685069,0.000514612,0.01950197,-0.187504289,-0.437400287,-0.15634642,0.068385969,2180.709961,27.7549,770.334474,25264,48.2056999,252,0.121497
AN40,0.147651621,0.021801001,-0.039674205,0.001574043,-0.099733386,0.075240306,-0.458740469,-0.596941964,0.273841437,2126.280029,27.4694996,754.5734083,23014,51.524601,0,0.0968622
AN41,0.430940498,0.185709713,0.273475449,0.074788821,0.316583484,0.031904649,-0.458740469,-0.065239786,0.02992813,2261.370117,32.7300987,1071.259361,30870,50.9771996,0,0.126591
AN42,0.926281465,0.857997352,-0.158568183,0.025143869,-0.108530306,-0.358922609,-0.458740469,0.571773363,-0.262295581,2497.580078,25.4722004,648.8329932,22848,46.0404015,0,0.162208
AN56,0.167321579,0.027996511,-0.070860543,0.005021217,0.037890711,-0.201857198,-0.423850966,0.701654865,-0.297397092,2135.659912,26.9456005,726.0653863,25611,48.0243988,412,0.16947
AN57,0.678096962,0.459815489,0.874981833,0.765593207,1.393570213,-0.118962323,-0.447477595,1.306957754,-0.584834313,2379.229981,42.8348007,1834.820151,51193,49.0714989,133,0.203314
AN58,1.060302898,1.124242236,0.839812988,0.705285855,1.46712518,-0.185889221,-0.322654468,1.374241452,-0.443405145,2561.48999,42.2439995,1784.555494,52581,48.2261009,1607,0.207076
AN59,1.036501327,1.074335,0.447902712,0.200616839,1.080378678,-0.510145939,-0.425036531,1.526193153,-0.648687843,2550.139893,35.6603012,1271.657082,45283,44.1301994,398,0.215572
AN60,0.744321546,0.554014563,0.596709112,0.356061765,1.259549673,-0.433006482,-0.391332593,1.55944153,-0.610260297,2410.810059,38.160099,1456.193156,48664,45.104599,796,0.217431
AN61,0.546528897,0.298693835,-0.002308824,5.33E-06,0.317855327,-0.69390649,-0.43020221,1.86330916,-0.801599719,2316.48999,28.0972004,789.4526703,30894,41.8089981,337,0.234421
AN62,0.116447448,0.013560008,-0.477718286,0.228214761,-0.43899772,-1.156481991,-0.458740469,1.697729023,-0.778817009,2111.399902,20.1107998,404.4442686,16612,35.9659004,0,0.225163
AO17,-0.376565583,0.141801638,-0.210952339,0.044500889,-0.509108109,0.283629143,-0.428423862,-0.812099563,0.347922831,1876.300049,24.5921993,604.7762664,15289,54.1568985,358,0.0848322
AO18,-1.212172007,1.469360975,-1.169783516,1.368393475,-1.227381894,0.398602209,0.213136528,-1.370257362,-0.292051897,1477.829956,8.4848003,71.99183613,1735,55.6091995,7934,0.0536242
