Site,Alt_z,Alt_z2,Rgd_z,Rgd2_z,Available_z,Rgd_Availz,Forest_z,NDVI_z,ForestXNDVI,Altitude,Rugged,Rgd^2,Available,Rgd_Avail,Forest_Cov,NDVI
BF70,-0.518702795,0.269052589,-1.051389562,1.105420011,-1.209947036,-1.289196047,-0.458740469,-0.666822577,0.305898502,1808.52002,10.4736996,109.6983833,2064,34.2895012,0,0.092955
BF71,-0.738702991,0.545682108,-0.775158678,0.600870977,-0.910268841,-0.4743073,-0.458740469,-0.33501844,0.153686516,1703.609985,15.1141005,228.4360339,7719,44.582901,0,0.111507
BF72,-1.132903916,1.283471283,-1.277637029,1.632356379,-1.279898444,-1.292845654,-0.458740469,-0.487131106,0.223466752,1515.630005,6.6729698,44.52852595,744,34.2434006,0,0.103002
BF73,-0.8027883,0.644469055,-1.273699877,1.622311376,-1.317152869,-1.848172388,-0.458740469,-0.550955828,0.252745735,1673.050049,6.73911,45.41560359,41,27.2287006,0,0.0994334
BF74,-0.79907676,0.638523669,-1.268122168,1.608133833,-1.3120125,-1.60738856,-0.458740469,-0.613390879,0.28138722,1674.819946,6.8328099,46.68729113,138,30.2702007,0,0.0959425
BF75,-1.053740779,1.11036963,-1.277520338,1.632058214,-1.314556188,-1.603446165,-0.458740469,-0.534884289,0.24537307,1553.380005,6.6749301,44.55469184,90,30.3199997,0,0.100332
BG46,-0.964176422,0.929636173,-0.767098684,0.588440391,-0.964852137,0.732406198,-0.458740469,-1.176690641,0.539795617,1596.089966,15.2495003,232.5472594,6689,59.8256989,0,0.064447
BG47,-0.898056792,0.806506002,-0.244019795,0.05954566,-0.495435788,0.486350143,-0.458740469,-0.700890091,0.321526649,1627.619995,24.0366993,577.7629132,15547,56.7176018,0,0.0910502
BG48,-1.507162002,2.271537299,-1.148407272,1.318839261,-1.189809509,-0.972460207,-0.458740469,-0.866593634,0.397541571,1337.160034,8.8438997,78.2145619,2444,38.2904015,0,0.0817853
BG70,-0.595580233,0.354715814,-1.115900527,1.245233986,-1.182231439,-0.663063148,-0.458740469,-1.062800194,0.48754946,1771.859985,9.3899803,88.17173003,2587,42.1986008,0,0.0708149
BG71,-0.591428141,0.349787246,-1.098857286,1.207487335,-1.178256928,-1.077909571,-0.458740469,-0.720429548,0.330490189,1773.839966,9.6762896,93.63058042,2662,36.9584007,0,0.0899577
BG72,-0.840786596,0.7069221,-1.131419325,1.28010969,-1.229236667,-0.916838195,-0.458740469,-0.680497514,0.312171749,1654.930054,9.1292801,83.34375514,1700,38.993,0,0.0921904
BG73,-0.961932449,0.925314037,-1.083093241,1.173090968,-1.196486689,-1.356297499,-0.458740469,-0.779711458,0.3576852,1597.160034,9.9411097,98.82566207,2318,33.4418983,0,0.0866431
BG74,-0.901705615,0.813073017,-0.999112592,0.998225971,-1.148633566,-0.717577151,-0.458740469,-0.719880476,0.330238307,1625.880005,11.3519001,128.8656359,3221,41.5099983,0,0.0899884
BG75,-0.983699701,0.967665101,-0.809839363,0.655839793,-0.948636128,-0.654346971,-0.458740469,-0.520594104,0.238817584,1586.780029,14.5314999,211.1644893,6995,42.3087006,0,0.101131
BH71,-1.213514142,1.472616572,-1.393907678,1.942978614,-1.314768162,-0.732990664,-0.458740469,-1.111937683,0.510090814,1477.189941,4.7197399,22.27594472,86,41.3153,0,0.0680675
BH72,-1.208690855,1.460933582,-1.124692738,1.264933755,-1.229554627,-1.255867292,-0.424443748,-0.935281312,0.396974306,1479.48999,9.24228,85.4197396,1694,34.7104988,405,0.0779448
BH73,-1.249939659,1.562349152,-1.07668269,1.159245615,-1.139995627,-0.969008714,-0.442820016,-0.892872193,0.395381679,1459.819946,10.0488005,100.9783915,3384,38.3339996,188,0.080316
BH74,-1.501185498,2.2535579,-1.35591848,1.838514924,-1.276347881,-0.201334749,-0.458740469,-0.897799535,0.41185698,1340.01001,5.3579202,28.70730887,811,48.0309982,0,0.0800405
BH75,-1.628727416,2.652752996,-1.331270004,1.772279822,-1.275182024,-0.656120285,-0.458740469,-0.971566576,0.445696907,1279.189941,5.7719898,33.31586625,833,42.2863007,0,0.075916
BI68,-1.2450534,1.550157969,-1.210059166,1.464243186,-1.266703065,-1.236906842,-0.154388827,-1.037036726,0.160106884,1462.150024,7.8082099,60.96814184,993,34.9500008,3594,0.0722554
BI73,-1.64797807,2.715831719,-1.317078677,1.734696242,-1.22701094,-0.296120362,-0.443836215,-0.971026447,0.430976703,1270.01001,6.0103898,36.12478555,1742,46.8336983,176,0.0759462
BI74,-1.393880036,1.942901555,-0.668182087,0.446467301,-0.787058973,0.197567852,-0.458740469,-0.685376566,0.314409968,1391.180054,16.9111996,285.9886719,10044,53.0698013,0,0.0919176
BI75,-1.6359411,2.676303281,-0.907803534,0.824107256,-1.02955719,-0.769454731,-0.458740469,-0.608631657,0.279203972,1275.75,12.8858004,166.0438519,5468,40.8546982,0,0.0962086
BJ75,-1.547089663,2.393486426,-0.918899466,0.844376229,-1.025900639,-0.338117881,-0.458740469,-0.557210243,0.255614888,1318.119995,12.6993999,161.2747578,5537,46.3031998,0,0.0990837
BJ76,-2.188594116,4.789944205,-1.27071399,1.614714044,-1.250805018,-0.070956014,-0.34814413,-0.629153006,0.219035926,1012.210022,6.7892699,46.09418578,1293,49.6778984,1306,0.0950612
BK72,-1.511524002,2.284704808,-1.170115107,1.369169365,-1.245505668,-0.641102389,-0.358390804,-0.830496163,0.297642188,1335.079956,8.4792299,71.8973397,1393,42.4760017,1185,0.0838036
BK76,-2.088083161,4.360091285,-1.307924558,1.710666649,-1.27057159,-0.683123761,-0.13160903,-0.503996743,0.066330522,1060.140015,6.1641698,37.99698932,920,41.9452019,3863,0.102059
BK77,-2.403917833,5.778820949,-1.156002381,1.336341505,-1.128390052,-0.20556207,1.345944519,-0.462020444,-0.621853884,909.5300293,8.7163095,75.9740513,3603,47.9776001,21311,0.104406
BL65,-1.528530939,2.336406832,-0.674075243,0.454377433,-0.821663723,0.316245799,-0.458740469,-0.627139145,0.287694106,1326.969971,16.8122005,282.6500857,9391,54.5689011,0,0.0951738
BL71,-1.693190305,2.866893409,-0.949633462,0.901803711,-1.093096387,0.964687662,-0.380069719,-0.921626048,0.350282153,1248.449951,12.1830997,148.4279183,4269,62.7598,929,0.0787083
BL72,-1.756793337,3.08632283,-1.16420464,1.355372445,-1.257164237,-0.44206301,-0.408184562,-0.916428641,0.374072024,1218.119995,8.5785198,73.59100196,1173,44.9902,597,0.0789989
H52,0.462584455,0.213984378,2.401608845,5.767725043,1.753343028,2.333248357,0.699641866,-0.085557245,-0.05985943,2276.459961,68.4805984,4689.592357,57982,80.0469971,13679,0.125455
H53,1.197407427,1.433784546,2.952540895,8.71749774,-0.131582475,2.547812684,-0.403526983,-0.858166181,0.34629321,2626.870117,77.7357025,6042.839443,22413,82.7573013,652,0.0822565
I52,0.290459515,0.08436673,1.250284013,1.563210113,4.931627687,0.964735075,5.964738974,0.637197011,3.800713848,2194.379883,49.1394997,2414.690431,117957,62.7603989,75853,0.165866
I54,0.502281217,0.252286421,1.585536283,2.513925305,1.389012773,1.474414825,0.829884723,0.534035829,0.443188176,2295.389893,54.7714005,2999.906313,51107,69.1985016,15217,0.160098
J53,-0.337980312,0.114230691,-0.12820921,0.016437602,0.526225736,-0.579131228,5.570284341,2.092238275,11.6543621,1894.699951,25.9822006,675.074748,34826,43.2588005,71195,0.247221
J54,0.401036734,0.160830462,1.981803975,3.927546996,2.217724995,1.721421254,2.447335019,1.141037801,2.792501769,2247.110107,61.428299,3773.435918,66745,72.3186035,34317,0.194037
J55,0.770576487,0.593788122,1.669874751,2.788481684,1.768340186,1.618869236,0.118714692,0.166211127,0.019731703,2423.330078,56.1882019,3157.114033,58265,71.023201,6819,0.139532
K54,-0.483011188,0.233299808,0.552522055,0.305280621,0.477895672,2.397942904,2.553104413,1.724950126,4.403977779,1825.540039,37.4178009,1400.091824,33914,80.8641968,35566,0.226685
L25,-1.103964707,1.218738074,0.001304458,1.70E-06,-0.483724227,-0.422881196,-0.345772998,1.484342049,-0.513245401,1529.430054,28.1578999,792.8673268,15768,45.2324982,1334,0.213232
L26,-1.203532226,1.448489819,-0.707833247,0.501027906,-0.671586154,-0.681817638,-0.39124791,0.609636092,-0.238518847,1481.949951,16.2451,263.903274,12223,41.9617004,797,0.164325
L28,-1.787997254,3.196934181,-0.691963267,0.478813163,-0.637776307,-0.844971266,-0.201811454,0.153065588,-0.030890389,1203.23999,16.5116997,272.636227,12861,39.9007988,3034,0.138797
L54,-0.449752216,0.202277056,0.507382399,0.257436899,0.627019357,1.693704769,3.821236256,1.8694974,7.143791246,1841.400024,36.6595001,1343.918948,36728,71.9684982,50541,0.234767
M22,1.217266303,1.481737253,2.843599787,8.08605975,0.558021831,2.561912221,-0.458740469,-0.763199946,0.350110701,2636.340088,75.9056015,5761.660339,35426,82.9354019,0,0.0875663
M23,0.869032259,0.755217068,2.501352807,6.256765864,1.297969955,1.95810369,0.119307474,0.273128178,0.032586233,2470.280029,70.1561966,4921.891921,49389,75.3082962,6826,0.14551
M24,-0.95675283,0.915375977,-0.115815694,0.013413275,-0.145996705,0.451437724,0.605982179,0.682768213,0.41374537,1599.630005,26.1903992,685.9370103,22141,56.2765999,12573,0.168414
M25,-1.671129438,2.792673597,-0.958961407,0.91960698,-0.927385738,-1.088652432,-0.397683838,-0.060643318,0.024116868,1258.969971,12.0263996,144.6342873,7396,36.8227005,721,0.126848
M26,-1.827400656,3.339393159,-0.758639879,0.575534467,-0.56406236,-0.689947938,-0.31206906,-0.137513423,0.042913685,1184.449951,15.3915997,236.9013413,14252,41.8590012,1732,0.12255
N19,-0.448305384,0.200977717,-0.822840141,0.677065898,-0.275671779,-0.652462825,-0.314016775,-0.530377247,0.166547353,1842.089966,14.3130999,204.8648287,19694,42.3325005,1709,0.100584
N20,0.446185484,0.199081486,-0.319446896,0.102046319,-0.225380955,-0.936764416,-0.458740469,-0.087470949,0.040126464,2268.639893,22.7695999,518.4546796,20643,38.7412987,0,0.125348
N21,0.207081826,0.042882883,0.450819541,0.203238259,0.933056771,-0.119864682,-0.451288342,0.069345495,-0.031294813,2154.620117,35.709301,1275.154178,42503,49.0601006,88,0.134116
N22,-1.091068135,1.190429676,-0.984831998,0.969894065,-0.836607887,1.029706854,-0.458740469,-1.475645238,0.676938189,1535.579956,11.5917997,134.3698203,9109,63.5811005,0,0.0477317
N23,-0.278676051,0.077660341,0.733806645,0.538472192,0.581815909,1.884970199,-0.291575711,-0.440039672,0.12830488,1922.979981,40.4631996,1637.270522,35875,74.3844986,1974,0.105635
N24,-0.744302171,0.553985722,0.681851218,0.464921083,0.793524908,1.152026246,0.67169639,0.322258512,0.216459879,1700.939941,39.5904007,1567.399828,39870,65.1261978,13349,0.148257
N53,-0.591113535,0.349415211,0.000756853,5.73E-07,-0.250393883,3.28622697,4.137358871,1.56471763,6.473798369,1773.98999,28.1487007,792.3493511,20171,92.0847015,54274,0.217726
N54,0.129763836,0.016838653,1.788500778,3.198735035,1.426691146,2.627366589,3.644671655,1.398547286,5.097245651,2117.75,58.1809998,3385.028738,51818,83.7621994,48456,0.208435
N55,0.185272337,0.034325839,2.348516433,5.515529435,2.356249982,1.902402551,3.964689701,1.157366886,4.588600572,2144.219971,67.5886993,4568.232273,69359,74.6046982,52235,0.19495
O17,2.030098428,4.121299625,3.882792832,15.07608017,0.161365547,4.059466101,-0.437484971,-1.348904356,0.590125383,3023.949951,93.362999,8716.649582,27941,101.8519974,251,0.0548181
O18,1.046546214,1.095258979,1.897626273,3.600985471,1.266809782,2.573644722,-0.404289132,-1.049738715,0.424397954,2554.929932,60.0141983,3601.703998,48801,83.0836029,643,0.0715452
O20,-0.397703877,0.158168374,-0.806565339,0.650547646,-0.705872943,-0.513724272,-0.458740469,-0.934548023,0.428714999,1866.219971,14.5865002,212.7659881,11576,44.0849991,0,0.0779858
O21,0.71848591,0.516222002,0.398566412,0.158855184,1.181702234,-0.453906336,-0.458740469,0.200049712,-0.091770899,2398.48999,34.831501,1213.233462,47195,44.8405991,0,0.141424
O22,-0.182946273,0.033469339,0.12995499,0.016888299,0.722407642,-0.210898018,-0.330614694,-0.190810983,0.063084915,1968.630005,30.3190994,919.2477884,38528,47.9101982,1513,0.11957
O23,-0.409048661,0.167320807,-0.152954793,0.023395169,0.358660316,-0.700825492,-0.455183772,-0.147081945,0.066949314,1860.810059,25.5664997,653.6459069,31664,41.7215996,42,0.122015
O24,-0.447864832,0.200582908,1.421895494,2.021786795,1.303375291,1.64403628,0.933706401,0.312475369,0.291760253,1842.300049,52.0223999,2706.330091,49491,71.3411026,16443,0.14771
O53,0.459837214,0.211450263,2.369952229,5.616673565,1.947935129,2.558373447,3.03723862,0.820000487,2.490537148,2275.149902,67.9487991,4617.039299,61654,82.8907013,41283,0.176087
O54,0.735555564,0.541041987,1.683184983,2.833111686,1.787470837,1.525587851,-0.243306252,0.160684635,-0.039095576,2406.629883,56.4118004,3182.291224,58626,69.844902,2544,0.139223
O55,0.165434451,0.027368558,1.315115265,1.729528161,1.541263075,1.39526439,2.267213722,0.727409391,1.649192553,2134.76001,50.2285995,2522.912208,53980,68.1987,32190,0.17091
P11,1.554532374,2.416570902,0.242955818,0.059027529,-0.97052244,-0.348504392,-0.458740469,-0.192885653,0.088484455,2797.169922,32.2173996,1037.960837,6582,46.1720009,0,0.119454
P12,1.521588009,2.315230068,0.134407668,0.018065421,-0.289079132,-0.582242378,-0.458740469,0.208652439,-0.095717318,2781.459961,30.3938999,923.7891511,19441,43.2195015,0,0.141905
P13,1.852772878,3.432767337,2.094429893,4.386636578,-0.36978822,1.524083314,-0.458740469,-0.647460181,0.297016187,2939.389893,63.3203011,4009.460531,17918,69.8258972,0,0.0940376
P15,1.032496171,1.066048343,-0.202529185,0.041018071,-0.879267648,-1.010539343,-0.458740469,0.310329159,-0.142360544,2548.229981,24.7336998,611.7559058,8304,37.8093987,0,0.14759
P16,0.798886483,0.638219612,-0.32541748,0.105896536,-0.626276719,-0.872885256,-0.458740469,0.120139142,-0.055112687,2436.830078,22.6693001,513.897167,13078,39.5481987,0,0.136956
P17,1.413758543,1.998713219,0.546116838,0.298243601,0.291411575,0.619428403,-0.458740469,-0.309138719,0.141814441,2730.040039,37.3101997,1392.051002,30395,58.3986015,0,0.112954
P22,0.948195396,0.899074509,1.730652195,2.995157019,1.450750191,1.933134753,-0.224083151,-0.07833167,0.017552807,2508.030029,57.2092018,3272.892771,52272,74.992897,2771,0.125859
P23,0.762334764,0.581154292,1.999739573,3.99895836,1.982751853,1.584305323,0.424082533,0.253222076,0.107387059,2419.399902,61.729599,3810.543393,62311,70.5866013,10425,0.144397
P24,0.292284183,0.085430044,0.883601295,0.780751249,1.427486048,0.237538686,0.759512932,0.850798607,0.646192545,2195.25,42.979599,1847.24593,51833,53.5746994,14386,0.177809
P25,-0.932343292,0.869264013,0.653968649,0.427674994,0.412660684,1.946854379,0.311961895,0.171057985,0.053363573,1611.27002,39.1220016,1530.531009,32683,75.1661987,9101,0.139803
P52,0.370000488,0.136900361,1.544855323,2.386577968,1.982910834,0.962534438,2.578763441,1.446980102,3.731419387,2232.310059,54.0880013,2925.511885,62314,62.7326012,35869,0.211143
P53,0.730963176,0.534307165,1.455915323,2.119689428,1.862615608,1.000819232,0.344988367,0.365611963,0.126131874,2404.439941,52.5938988,2766.118191,60044,63.2162018,9491,0.150681
Q11,1.755701477,3.082487677,0.967505136,0.936066188,0.420662701,0.691010247,-0.458740469,-0.462950468,0.212374115,2893.100098,44.3890991,1970.392119,32834,59.3027992,0,0.104354
Q12,1.041010263,1.083702367,0.021627109,0.000467732,0.440111313,-0.262759592,-0.458740469,-0.276033423,0.126627702,2552.290039,28.4993,812.2101005,33201,47.2551003,0,0.114805
Q13,0.92095491,0.848157945,0.362272619,0.13124145,0.914350069,-0.149314621,-0.458740469,-0.387010388,0.177537327,2495.040039,34.2218018,1171.131718,42150,48.6880989,0,0.1086
Q14,1.138291572,1.295707703,0.597995064,0.357598097,1.089599546,-0.060711741,-0.458740469,-0.476060237,0.218388097,2598.679932,38.1817017,1457.842345,45457,49.8073006,0,0.103621
Q15,1.00649312,1.0130284,0.410995579,0.168917366,1.031041737,-0.309863549,-0.458740469,-0.028915174,0.01326456,2535.830078,35.0402985,1227.822519,44352,46.660099,0,0.128622
Q18,0.524971298,0.275594864,1.210573361,1.465487862,1.290232905,1.121673955,-0.458740469,-0.22416667,0.102834323,2306.209961,48.4724007,2349.57363,49243,64.7427979,0,0.117705
Q19,-1.07672422,1.159335046,-1.013428949,1.027038235,-0.872802442,-0.208166779,-0.145158352,0.822057272,-0.119328478,1542.420044,11.1113997,123.4632033,8426,47.9446983,3703,0.176202
Q21,-0.681978044,0.465094053,-0.569705909,0.324564823,-0.491779237,0.407785577,-0.458740469,-0.467189234,0.214318609,1730.660034,18.5655003,344.6778014,15616,55.7252007,0,0.104117
Q22,1.272459942,1.619154303,0.123591562,0.015274874,0.424690206,0.088001698,-0.458740469,0.123125952,-0.056482857,2662.659912,30.2122002,912.7770409,32910,51.6857986,0,0.137123
Q23,2.067761125,4.275636072,2.480399326,6.152380815,1.743168278,2.712469954,-0.458740469,-1.234117867,0.56613981,3041.909912,69.8041992,4872.626226,57790,84.8371964,0,0.0612361
Q24,0.70730854,0.500285371,1.314591394,1.728150534,1.724037627,0.686410868,-0.255161908,0.181520761,-0.046317184,2393.159912,50.219799,2522.028212,57429,59.2447014,2404,0.140388
Q25,-0.71928441,0.517370062,0.627681313,0.39398383,0.537248383,1.629501265,-0.224506568,-0.047426239,0.010647502,1712.869995,38.6804008,1496.173406,35034,71.1575012,2766,0.127587
Q26,-1.695455013,2.8745677,-1.042508054,1.086823042,-1.041798687,-1.060445505,-0.458740469,-0.41095852,0.188523304,1247.369995,10.6229,112.8460044,5237,37.1790009,0,0.107261
Q28,-2.182051372,4.761348189,-0.971200223,0.943229874,-0.879320641,0.879196233,-0.339675803,-0.418541797,0.142168521,1015.330017,11.8207998,139.7313079,8303,61.6799011,1406,0.106837
R11,1.661397284,2.760240937,1.302757406,1.697176859,1.185411778,1.358634224,-0.458740469,-0.49705733,0.228020313,2848.129883,50.0209999,2502.100431,47265,67.7360001,0,0.102447
R12,1.172263465,1.374201631,0.574052999,0.329536846,0.740531416,0.550355842,-0.458740469,-0.467439625,0.214433473,2614.879883,37.7794991,1427.290552,38870,57.5261002,0,0.104103
R13,1.518631371,2.306241242,0.725496695,0.526345454,1.143440933,0.186294387,-0.458740469,-0.107877834,0.049487928,2780.050049,40.3236008,1625.992781,46473,52.9273987,0,0.124207
R14,0.839086513,0.704066177,0.765886084,0.586581494,0.812390591,0.93752564,-0.458740469,-0.53517045,0.245504344,2456,41.0021019,1681.17236,40226,62.4166985,0,0.100316
R15,0.660922354,0.436818358,0.497048495,0.247057206,0.895961327,0.241109174,-0.458740469,-0.326344173,0.149707279,2371.040039,36.4859009,1331.220964,41803,53.6198006,0,0.111992
R16,1.186817289,1.408535277,0.699739134,0.489634856,1.29532028,0.009318446,-0.458740469,-0.224792648,0.103121485,2621.820068,39.8908997,1591.283879,49339,50.6918983,0,0.11767
R17,0.925023038,0.855667621,0.191286056,0.036590355,0.98509638,-0.701545754,-0.458740469,-0.00664824,0.003049817,2496.979981,31.3493996,982.7848553,43485,41.7125015,0,0.129867
R18,0.753863165,0.568309672,0.180636621,0.032629589,0.704124888,-0.445490951,-0.458740469,-0.061305067,0.028123115,2415.360107,31.1704998,971.6000578,38183,44.9468994,0,0.126811
R19,-0.678580855,0.460471977,-0.665723618,0.443187936,-0.627866524,-0.242817664,-0.458740469,-0.71447918,0.327760514,1732.280029,16.9524994,287.3872359,13048,47.507,0,0.0902904
R20,-1.175389901,1.381541419,-1.227421504,1.506563548,-1.172851591,-0.316133563,-0.458740469,-1.524745167,0.699462314,1495.369995,7.5165401,56.49837507,2764,46.5808983,0,0.0449864
R21,-0.591847446,0.3502834,-0.439882627,0.193496726,-0.41562759,-0.030628528,-0.458740469,-0.491834884,0.225624566,1773.640015,20.7464008,430.4131462,17053,50.1873016,0,0.102739
R22,0.828936671,0.687136005,1.206549292,1.455761195,1.467814095,0.784750962,-0.435791305,-0.037249624,0.016233062,2451.159912,48.4048004,2343.024702,52594,60.4869003,271,0.128156
R23,2.180854685,4.756127159,1.912764263,3.658667125,1.4514921,2.183458298,-0.458740469,-1.430989752,0.65645291,3095.840088,60.2685013,3632.292249,52286,78.1548996,0,0.0502285
R24,0.98080442,0.96197731,0.840932031,0.707166681,1.130139567,0.491772762,-0.457808953,0.131120586,-0.060028178,2523.580078,42.2627983,1786.14412,46222,56.7860985,11,0.13757
R25,-0.35391774,0.125257766,-0.179545618,0.032236629,0.126495829,-0.579994329,-0.458740469,-0.23137436,0.106140783,1887.099976,25.1198006,631.0043822,27283,43.2478981,0,0.117302
R26,-1.227501213,1.506759227,-1.108059605,1.227796088,-1.16235888,-1.161722805,-0.458740469,-0.879370741,0.403402946,1470.52002,9.5216999,90.66276899,2962,35.8997002,0,0.0810709
R29,-1.512110978,2.286479609,-0.443531667,0.19672034,-0.247532235,0.158475524,0.216693225,-0.088722905,-0.019225652,1334.800049,20.6851006,427.8733868,20225,52.5760002,7976,0.125278
R30,-1.283261348,1.646759687,-0.166032946,0.027566939,0.082776199,-0.365406443,0.415614207,0.332542437,0.138209361,1443.930054,25.3467999,642.4602652,26458,45.9584999,10325,0.148832
S11,1.909959111,3.647943804,1.977220385,3.909400451,1.520595613,1.963669458,-0.455776555,-0.808654895,0.368565942,2966.659912,61.3512993,3763.981926,53590,75.3786011,35,0.0850248
S12,1.251678492,1.566699047,0.358718829,0.128679198,0.852877619,-0.163675383,-0.458740469,-0.511079238,0.234452729,2652.75,34.1621017,1167.049193,40990,48.5066986,0,0.101663
S13,0.369853552,0.13679165,0.285380972,0.081442299,0.488547364,0.600428403,-0.458740469,-0.650652669,0.298480711,2232.23999,32.9300995,1084.391453,34115,58.1585999,0,0.0938591
S14,0.376249616,0.141563774,0.710662539,0.505041244,0.72373248,1.225444822,-0.458740469,-0.12358094,0.056691578,2235.290039,40.0744019,1605.957688,38553,66.0535965,0,0.123329
S15,-0.112758514,0.012714483,-0.27863491,0.077637413,-0.135821954,0.304481584,-0.458740469,-0.284206908,0.13037721,2002.099976,23.4552002,550.1464164,22333,54.4202995,0,0.114348
S16,0.17029972,0.029001995,0.326811971,0.106806064,0.560035584,0.261272767,-0.458740469,-0.568070068,0.26059673,2137.080078,33.6260986,1130.714507,35464,53.8745003,0,0.0984765
S17,0.43182109,0.186469454,0.008727551,7.62E-05,0.395172832,-0.302097145,-0.458740469,-0.598195709,0.27441658,2261.790039,28.2826004,799.9054854,32353,46.7582016,0,0.0967921
S18,0.689211359,0.475012297,0.894959101,0.800951792,1.505386481,0.067695567,-0.458740469,-0.306777888,0.140731432,2384.530029,43.1703987,1863.683324,53303,51.4292984,0,0.113086
S19,-0.82080203,0.673715973,-0.64066251,0.410448451,-0.618274702,0.681755915,-0.081222489,-0.85560146,0.06949408,1664.459961,17.3735008,301.83853,13229,59.1859016,4458,0.0823999
S20,-1.163709519,1.354219844,-1.231650936,1.516964028,-1.172692611,-0.768781589,0.339907371,-0.359914481,-0.122337585,1500.939941,7.4454899,55.43531985,2767,40.8632011,9431,0.110115
S21,-1.06795875,1.140535891,-0.763140131,0.58238286,-0.681866892,-0.270620821,0.342617235,-0.154289635,-0.052862288,1546.599976,15.316,234.579856,12029,47.1557999,9463,0.121612
S22,-0.381200208,0.145313599,0.294024275,0.086450274,0.350923266,0.826083494,-0.436468771,-0.11644479,0.050824515,1874.089966,33.0752983,1093.975358,31518,61.0089989,263,0.123728
S23,0.683046194,0.466552103,0.487369254,0.23752879,1.075821238,-0.112573623,-0.458740469,0.001221198,-0.000560213,2381.590088,36.3232994,1319.382079,45197,49.1521988,0,0.130307
S24,0.26785391,0.071745717,0.082136716,0.00674644,0.418807929,-0.371731722,-0.458740469,0.130154791,-0.05970727,2183.600098,29.5158005,871.1824792,32799,45.8786011,0,0.137516
S25,-0.527678173,0.278444255,-0.737918365,0.544523513,-0.644294506,-0.967821269,-0.458740469,-0.464542241,0.213104326,1804.23999,15.7397003,247.7381655,12738,38.348999,0,0.104265
S29,-0.859764881,0.73919565,-0.658014746,0.432983405,-0.606298173,-0.889502221,-0.193089078,-0.797848725,0.154055874,1645.880005,17.0820007,291.7947479,13455,39.3382988,3137,0.085629
S30,-0.367904811,0.13535395,-0.323131593,0.104414026,-0.057179613,-0.9625883,-0.301737702,-0.353225459,0.106581438,1880.430054,22.7077007,515.6396711,23817,38.4151001,1854,0.110489
S31,-0.352072337,0.12395493,-0.04439472,0.001970891,0.358660316,-0.896159999,0.224653452,0.291192116,0.065417314,1887.979981,27.3901997,750.2230396,31664,39.2542,8070,0.14652
S32,-0.95102796,0.904454182,-0.134501337,0.01809061,0.33884075,-0.974447333,0.209579831,0.349157683,0.073176408,1602.359985,25.8764992,669.5932108,31290,38.2653008,7892,0.149761
S41,-0.938298804,0.880404646,-0.062235062,0.003873203,0.229992118,-0.134534089,0.406553098,1.192135495,0.484666379,1608.430054,27.0904999,733.8951848,29236,48.8748016,10218,0.196894
S42,-0.693763381,0.481307628,0.54003317,0.291635825,0.795114713,0.234538369,1.085374123,1.891531828,2.053019698,1725.040039,37.2080002,1384.435279,39900,53.5368004,18234,0.235999
S43,-0.180765273,0.032676084,0.962100205,0.925636805,0.829507489,0.061932295,1.8408335,2.181717366,4.016178415,1969.670044,44.2983017,1962.339534,40549,51.3564987,27155,0.252224
S44,-0.326404628,0.106539981,1.485881564,2.207844023,-1.084829402,1.077088035,-0.317234739,1.703899378,-0.540536075,1900.219971,53.0973015,2819.323427,4425,64.1796036,1671,0.225508
S46,0.84554555,0.714947277,0.657522439,0.432335758,0.56634181,0.00964309,-0.156759958,0.907261827,-0.142222326,2459.080078,39.1817017,1535.205748,35583,50.6959991,3566,0.180966
S47,0.449226597,0.201804536,0.274654216,0.075434939,0.650919422,-0.48527968,1.561294053,1.16849141,1.824358689,2270.090088,32.7499008,1072.556002,37179,44.4443016,23854,0.195572
T10,0.911182391,0.830253349,1.2493078,1.560769979,0.297187866,1.419164862,0.224230036,-0.167005932,-0.037447746,2490.379883,49.1231003,2413.078983,30504,68.5006027,8065,0.120901
T11,1.105095829,1.22123679,0.0739814,0.005473248,0.345729904,0.025310284,-0.262275302,0.068952023,-0.018084413,2582.850098,29.3787994,863.1138542,31420,50.8939018,2320,0.134094
T12,0.979650947,0.959715979,0.344450099,0.118645871,0.829083541,-0.190306802,0.110585099,-0.161407899,-0.017849308,2523.030029,33.9224014,1150.729317,40541,48.1702995,6723,0.121214
T13,0.684681944,0.468789364,1.029764954,1.060415861,1.597913117,0.197987321,0.346682032,-0.086755546,-0.030076589,2382.370117,45.4350014,2064.339352,55049,53.0750999,9511,0.125388
T14,0.451868884,0.204185488,0.996804677,0.993619563,1.23840527,0.680505058,-0.176745208,-0.383898383,0.0678522,2271.350098,44.8813019,2014.33126,48265,59.1701012,3330,0.108774
T15,0.354335685,0.125553777,0.075576745,0.005711844,0.542335758,-0.516138721,-0.458740469,-0.567075657,0.260140553,2224.840088,29.4055996,864.6892878,35130,44.0545006,0,0.0985321
T16,-0.2428585,0.058980251,-0.046299572,0.00214365,0.186431468,0.227389547,-0.458740469,-0.182029405,0.083504255,1940.060059,27.3582001,748.4711127,28414,53.4464989,0,0.120061
T17,-0.141529797,0.020030683,0.237931695,0.056611492,0.39363602,0.459433639,-0.458740469,-0.658193022,0.301939776,1988.380005,32.1329994,1032.52965,32324,56.3776016,0,0.0934375
